well_id,formation_name,porosity_frac,permeability_md,lithology,grain_density_g_cc,clay_volume_frac,quartz_volume_frac,calcite_volume_frac,dolomite_volume_frac,formation_thickness_m,net_pay_m,capillary_pressure_psi,fluid_contact_depth_m,reservoir_temperature_C,reservoir_pressure_psi,oil_saturation_frac,gas_saturation_frac,water_saturation_frac,fracture_density
WELL-1002,,0.203,N/A,Shale,2.294,0.465,0.69,0.594,0.31,33.55,8101.440502125168,1216.72,1572.32,100.79,2032.71,0.611,0.292,0.886,0.86
WELL-1002,Shale_B,0.09,,Shale,2.008,0.124,0.202,0.325,0.396,12.77,37.18,2248.64,2515769.8507988513,91.57,2139.22,0.623,0.263,0.86,7.46
WELL-1002,Limestone_C,0.079,N/A,Limestone,2.187,0.336,0.229,,0.155,88.79,36.35,471.37,1805.05,93.88,2256.91,0.645,0.221,646.6943957783374,8.52
WELL-1002,,0.132,N/A,Shale,2.664,0.15,0.463,0.093,0.091,29.32,21.78,1560.67,3115.21,105.03,4566.32,0.669,0.486,0.945,0.19
WELL-1002,Shale_B,0.053,350.63,Shale,2.51,0.235,0.772,0.545,0.208,45.3,9.51,2709.74,XYZ,143.76,2685.79,0.716,0.357,0.427,0.4
WELL-1002,Limestone_C,0.079,356.21,Limestone,2.372,0.121,0.787,0.299,0.309,15.78,23.85,,3450.27,122.35,4777.11,0.593,0.454,0.741,
WELL-1002,Shale_B,0.076,545.82,Shale,2.133,0.471,0.365,ERROR,0.303,77.13,5.85,336.1,3024.23,94.09,2731.47,0.52,0.218,N/A,0.05
WELL-1002,Limestone_C,0.097,434.88,Limestone,2.618,ERROR,0.584,0.317,0.251,36.71,8.8,2058.95,1606.14,131.21,3876.09,0.286,0.403,0.833,7.4
WELL-1002,,0.229,,Shale,2.168,0.113,0.727,0.289,0.311,35.98,27.05,393.11,2065.67,66.83,397591.0415982935,0.391,0.215,,0.73
WELL-1002,Limestone_C,0.175,827.37,Limestone,2.313,0.405,0.479,,0.399,43.04,34.59,2091.28,649309.965934556,81.58,2556.86,,0.497,0.245,0.45
WELL-1002,Limestone_C,0.059,919.2,Limestone,2.352,0.462,0.347,0.589,0.049,,15.46,1001.12,2605.09,ERROR,5311.38,0.265,0.254,0.573,0.7
WELL-1002,Shale_B,0.073,455.91,,2.325,31.63413762396399,0.5,0.571,0.338,39.26,33.76,2568.29,3309.14,123.1,4729.97,0.31,0.352,0.648,5.24
WELL-1002,Dolomite_D,0.165,818.45,Dolomite,2.264,0.457,0.507,0.468,0.042,25.78,16.68,1141.03,2491.59,139.97,4044.83,0.269,0.01,0.338,N/A
WELL-1002,Limestone_C,0.067,607.0,Limestone,2.115,0.436,0.241,,0.003,N/A,18.43,,NULL,71.01,5643.39,0.417,0.407,0.614,4.52
WELL-1002,Sandstone_A,0.249,448.18,Sandstone,2.656,0.249,0.221,0.518,XYZ,18.59,38.19,2236.57,1883.43,NULL,2277.71,0.555,0.238,0.896,7553.18367374724
WELL-1002,Limestone_C,0.099,350.45,Limestone,NULL,81.52469751170263,0.389,0.377,0.098,18.72,16.8,1441.8,2183.81,59.29,2838.07,N/A,0.463,0.408,0.04
WELL-1002,Sandstone_A,0.06,443.23,Sandstone,2.472,0.269,0.23,0.487,0.074,NULL,9.39,257.41,2871.3,64.04,2210.69,0.646,NULL,0.958,2.32
WELL-1002,Dolomite_D,0.106,123.31,Dolomite,2.339,0.414,,112.06400241717111,0.019,77.01,36.97,2538.84,2514.44,54.92,,0.386,0.084,0.943,ERROR
WELL-1002,Limestone_C,0.11,673.88,Limestone,2.243,0.115,0.489,0.593,0.347,73.03,35.73,N/A,3119.7,143.97,5458.76,0.72,122.06303375383072,0.893,7.4
WELL-1002,Dolomite_D,0.213,720.09,Dolomite,ERROR,0.269,0.358,0.103,0.386,36251.4267107981,37.04,274.14,2437.96,72.64,2873.14,0.766,0.221,0.888,XYZ
WELL-1002,Shale_B,0.111,550.57,Shale,2.691,0.121,0.535,NULL,0.24,,5.94,182.69,3053.01,112.05,3738.4,254.7483399679795,0.143,,XYZ
WELL-1002,Limestone_C,0.195,368.1,Limestone,2.422,0.369,0.563,0.381,0.005,11.22,18.01,2745.12,ERROR,107.94,3164.35,0.742,0.424,0.454,2.09
WELL-1002,Dolomite_D,0.07,255884.2291957805,Dolomite,,0.307,ERROR,0.556,0.015,21.42,48.78,1993.73,2904.05,51.85,5146.01,0.788,0.263,0.334,6.29
WELL-1002,Shale_B,0.092,104.51,Shale,2.69,0.404,,197.96664872320082,0.221,47.2,11.6,1482.42,ERROR,87.58,3214.26,0.585,0.109,0.335,3.42
WELL-1002,Limestone_C,0.137,420.68,Limestone,1076.2353791660673,0.389,0.254,N/A,0.264,36.55,29.58,1470.02,3010.17,,4328.21,0.446,NULL,0.714,8.0
WELL-1002,Dolomite_D,,66730.46509108144,,,0.361,0.288,0.207,0.047,77.9,47.53,210.18,2925.14,102.31,4937.78,0.512,0.083,0.373,7.61
WELL-1002,Dolomite_D,0.106,136.53,Dolomite,2.378,0.246,96.69782073973501,0.012,0.349,68.7,23.74,N/A,161526.22779530252,ERROR,5895.56,0.422,0.5,0.436,6.72
WELL-1002,Shale_B,0.175,,Shale,2.338,0.159,0.644,NULL,0.09,63.51,38.5,,2383.27,76.6,5295.52,,0.478,0.237,6.32
WELL-1002,Shale_B,0.057,569.41,Shale,2.2,0.151,ERROR,0.047,0.218,30.58,XYZ,2368.76,3119.19,50.51,4634.31,0.334,0.063,0.484,4.32
WELL-1002,Shale_B,0.19,102.82,Shale,2.423,0.182,0.42,ERROR,0.019,44.14,39.34,1246.47,2940.6,142.11,5030.58,0.276,,0.614,
WELL-1002,Limestone_C,0.207,170.21,Limestone,,0.21,0.471,0.589,0.252,36.66,48.58,2009.44,1136862.2066188538,128.85,4023.49,0.35,,XYZ,6.78
WELL-1002,Dolomite_D,0.205,490.39,Dolomite,2.567,0.295,0.214,0.18,0.35,26.87,32.15,1062.67,1839.01,54.52,NULL,0.272,0.414,,7.87
WELL-1002,Limestone_C,0.101,846.71,Limestone,2.338,0.448,0.497,0.189,0.02,77.33,29.6,716.02,3353.88,84.05,3938.68,0.442,0.063,0.853,8.76
WELL-1002,Limestone_C,0.052,564.57,Limestone,2.112,0.408,0.408,0.059,NULL,41.68,30.29,1869.32,1561.54,97.64,3226.47,0.657,,0.642,
WELL-1002,Limestone_C,,922.46,Limestone,2.196,0.209,0.737,0.021,0.097,28.41,21.84,N/A,2828.05,130.15,5850.38,0.761,0.238,0.443,
WELL-1002,Limestone_C,XYZ,942.54,Limestone,2.161,0.261,0.32,0.543,0.294,70.33,35.81,446.53,1802.48,133.64,5836.11,,0.151,0.473,2.54
WELL-1002,Limestone_C,0.178,786.33,Limestone,2.61,0.492,0.691,0.49,246.47707344665608,NULL,27.91,2113.48,1914.4,,4393.42,0.676,0.091,0.929,8.0
WELL-1002,Dolomite_D,0.055,723.16,,2.371,0.402,0.419,0.251,0.353,48.46,,2353.3,1687.31,72.63,2985.92,0.557,0.017,0.397,4.64
WELL-1002,Dolomite_D,0.152,239.06,Dolomite,2.292,0.296,0.723,274.7200025054719,50.97801816041901,67.9,43.07,1185.22,1739.6,116.96,3141.01,0.743,0.299,0.792,4.73
WELL-1002,Shale_B,0.171,541.63,Shale,2.335,0.194,0.487,0.093,0.023,51.53,7.65,701.73,2363.46,88.16,5540.27,0.479,0.095,0.734,0.03
WELL-1002,Dolomite_D,0.201,,Dolomite,NULL,0.388,0.418,0.016,0.243,90.51,46.55,1830.64,2212.54,89.01,4086.52,124.76234545379631,0.137,0.983,
WELL-1002,Shale_B,0.108,417.58,,XYZ,0.378,0.367,328.88995109169474,0.179,56.96,21.16,992017.6163170807,3472.46,137.53,5156.24,,0.191,0.263,7.29
WELL-1002,Sandstone_A,0.084,84.54,Sandstone,2.284,0.468,0.738,0.333,0.344,87.66,32031.11989786978,2739.98,2922.76,138.23,ERROR,N/A,0.281,0.687,
WELL-1002,Sandstone_A,0.242,61.93,Sandstone,2.474,0.171,,0.503,0.23,32.88,8.75,2712.57,1943.36,8006.329680271398,2417.96,0.521,0.094,0.882,2.12
WELL-1002,Limestone_C,0.132,140.85,Limestone,2.58,0.394,0.248,0.203,0.262,99.86,14.82,1098.1,2354.68,90.69,2441.66,0.204,0.238,0.866,1.37
WELL-1002,Limestone_C,ERROR,779.5,Limestone,2.164,0.386,0.485,12.743563669323828,0.021,56.62,37.12,488.08,1241624.8269189955,128.96,4791.25,NULL,0.155,0.311,7.16
WELL-1002,Limestone_C,0.084,XYZ,Limestone,2.3,0.132,0.724,,0.322,74.49,22.81,1612.09,2987.29,106.95,2615.42,0.486,0.44,0.512,9.57
WELL-1002,Shale_B,XYZ,,Shale,2.078,0.256,0.543,0.188,336.08989979068684,26.44,40.33,2813.45,2114.83,130.85,2757.16,0.476,0.015,,0.06
WELL-1002,Dolomite_D,0.09,106.06,Dolomite,XYZ,0.248,0.538,0.476,0.056,47.16,12.1,162.25,3323.98,NULL,3074.95,,0.255,0.438,0.4
WELL-1002,Sandstone_A,0.074,439.35,Sandstone,2.233,0.228,0.614,,0.364,58.33,32.98,2756.84,N/A,56.69,5565.47,0.585,0.338,207.0877593657992,1.52
WELL-1002,Shale_B,0.117,737.39,Shale,2.369,0.213,0.389,0.592,0.375,86.7,2323.8489842005147,2078.3,1620.29,121.67,4888.36,0.615,0.421,0.908,7.33
WELL-1002,Sandstone_A,0.077,NULL,Sandstone,XYZ,0.477,0.455,NULL,0.308,92.13,N/A,171.89,2557.46,ERROR,3404.77,0.314,0.311,0.562,4.83
WELL-1002,Shale_B,0.071,638.69,Shale,2.535,0.305,0.435,0.466,0.13,NULL,,514914.56945181463,1978.15,135.93,,XYZ,0.425,0.487,705.3041360492798
WELL-1002,,,716.9,Limestone,,0.371,0.733,0.01,0.323,,,2125.92,2770.1,140.99,5743.13,N/A,0.046,0.517,9.64
WELL-1002,Sandstone_A,0.072,557.96,Sandstone,N/A,0.208,0.226,0.288,0.366,87.37,47.61,276.48,2458.3,115.38,2482.74,0.622,0.355,0.336,7.77
WELL-1002,Dolomite_D,0.214,285.43,Dolomite,2.054,0.498,0.653,0.154,0.067,54.09,,1155.61,3291.2,148.46,,0.76,0.397,0.74,4.24
WELL-1002,Shale_B,0.157,930.37,Shale,2.461,0.453,,0.363,0.077,85.46,39.62,849.46,2828.81,149.79,4380.92,0.406,0.189,0.407,1.45
WELL-1002,Limestone_C,0.134,256.62,Limestone,2.01,0.124,0.583,0.258,XYZ,72.09,34.67,2980.26,2129.09,142.05,2252.98,0.756,297.67359105835976,0.664,0.67
WELL-1002,Limestone_C,0.169,95.1,Limestone,2.365,0.214,0.443,0.336,0.131,42.23,19.72,2526.17,3216.09,71.46,5648.14,0.274,0.009,0.314,0.23
WELL-1002,Limestone_C,0.061,914.66,Limestone,2.171,0.41,0.466,0.482,0.224,34.91,XYZ,295.22,3410.74,117.36,4580.14,0.778,0.408,0.209,3.85
WELL-1002,Dolomite_D,0.118,680.77,Dolomite,2.556,0.429,0.714,0.537,0.316,ERROR,9.28,2821.1,2685.39,90.27,5381.75,0.755,0.196,0.397,9.85
WELL-1002,Limestone_C,0.137,7.77,Limestone,2.626,0.408,0.576,0.545,0.097,67.28,32.75,NULL,2276.54,111.53,2406.59,0.773,0.024,0.3,3.83
WELL-1002,Shale_B,0.118,,,NULL,0.281,0.61,,0.393,61.42,23.86,1509.6,2620.09,115.66,4464.33,,0.281,0.376,7757.158600394921
WELL-1002,Limestone_C,N/A,440.18,Limestone,NULL,0.32,XYZ,,0.063,89.15,12.94,692.99,3261.13,140.28,5340.71,ERROR,0.006,0.235,4341.576514873637
WELL-1002,Limestone_C,0.112,731.64,Limestone,2.564,0.185,0.219,0.095,,29.79,30.25,887.02,2911.67,149.66,3118.4,0.39,N/A,354.5766216407563,0.72
WELL-1002,Shale_B,0.121,894.81,Shale,2.04,0.476,0.775,0.427,0.043,60.2,17.41,265.4,1995.99,,5326.0,0.427,0.048,,
WELL-1002,Dolomite_D,0.101,696.01,Dolomite,2.479,0.115,0.714,0.413,0.054,50.02,N/A,2720.54,3439.15,83.52,4433.13,0.345,0.304,0.283,0.82
WELL-1002,Sandstone_A,0.214,216966.4630428619,Sandstone,2.252,0.317,0.519,NULL,0.385,32.39,46.08,2918.35,2159.69,117.28,,0.254,0.129,0.644,4.78
WELL-1002,Sandstone_A,0.118,382085.87343190453,Sandstone,2.258,0.378,0.587,0.026,0.181,51.06,ERROR,424.01,2177.43,95.6,2919.79,0.218,0.192,,6.58
WELL-1002,Sandstone_A,0.086,373.54,Sandstone,2.035,0.186,,0.32,0.225,13.27,8326.606997570894,1326.21,3366.24,,3285.19,0.48,0.06,0.341,ERROR
WELL-1002,Sandstone_A,0.143,NULL,Sandstone,2.608,0.419,0.338,41.301163457877955,174.5653913386729,31.17,14.71,2642.44,1822.82,135.28,3069.08,0.471,0.36,0.606,1.06
WELL-1002,Sandstone_A,0.105,854.5,Sandstone,,326.69070762483676,0.56,0.466,0.363,50.83,17003.57900822803,1315.95,NULL,119.81,518360.7337769915,395.010787581499,93.63879414652028,55.49548499799315,2.44
WELL-1002,Shale_B,0.081,326.4,Shale,2.645,0.381,0.219,0.599,0.392,NULL,16.46,1979.81,1734.65,,2592017.4203911363,0.285,0.168,248.0183483767305,8.09
WELL-1002,Shale_B,NULL,578.01,Shale,2.582,0.184,0.491,0.336,0.171,30.88,33.08,1448.97,2219.39,100.67,2150.55,0.534,0.198,0.747,6.54
WELL-1002,Dolomite_D,0.206,38.41,Dolomite,2.427,0.244,0.207,200.1313416812582,0.25,48.08,44.12,2806.61,2499.98,57.88,,0.52,,137.62784702828404,2.38
WELL-1002,Sandstone_A,0.073,847.87,Sandstone,2.052,0.149,0.466,0.15,0.01,26.66,7.54,NULL,1826.92,NULL,2231.4,0.538,0.173,0.662,7.11
WELL-1002,Shale_B,0.22,655.4,Shale,2.61,0.131,0.701,0.18,0.141,44.42,29.46,1539.63,2674.83,64.36,710039.9471117452,0.741,0.331,200.75163954215677,9.84
WELL-1002,Limestone_C,0.113,184.05,Limestone,2.112,0.156,0.275,0.44,0.305,72.5,12.99,239.61,2634.01,,4503.27,0.604,0.076,XYZ,1152.9149517160486
WELL-1002,Dolomite_D,0.151,616.18,Dolomite,,0.439,0.449,0.215,0.06,3112.4765352030927,29.79,ERROR,3093.15,N/A,2659.31,0.419,0.016,0.544,2.3
WELL-1002,Limestone_C,0.09,544.86,Limestone,2.174,0.316,0.358,0.289,0.273,47.24,24.06,2448.26,1833.29,141.2,5302.26,0.451,0.398,0.998,2.23
WELL-1002,Sandstone_A,0.184,,Sandstone,2.6,0.118,0.386,0.183,0.288,24.11,22.65,1674.42,2627.2,139.56,2439.9,0.55,0.136,0.369,4.11
WELL-1002,Sandstone_A,0.068,531.68,Sandstone,2.576,0.162,0.641,0.486,0.186,87.28,24.01,675.72,3462.64,51.74,3788.98,0.625,N/A,0.775,8.32
WELL-1002,Limestone_C,0.061,91.17,Limestone,2.074,0.192,NULL,0.493,0.082,18.52,29.33,2872.24,2423.07,116.16,152573.1237861699,0.29,0.496,0.35,NULL
WELL-1002,Sandstone_A,0.149,99171.59478983782,Sandstone,2.202,0.366,0.458,0.429,0.309,56.26,36.45,2556.41,2965.01,142.65,2244124.432744063,N/A,0.043,0.265,3767.0163290462356
WELL-1002,Shale_B,0.137,772.14,Shale,2.171,0.305,0.733,0.37,0.087,96.59,40.72,963.08,1937.51,92.94,3877.16,0.445,0.06,0.873,9.66
WELL-1002,Dolomite_D,0.191,657.33,Dolomite,2.028,,0.327,0.575,0.119,34.27,30.22,1513.98,1819.32,109.1,4991.12,0.766,0.13,0.972,1.14
WELL-1002,Sandstone_A,0.225,602.06,Sandstone,2.625,,,0.426,0.028,73.64,43.05,2011.55,2002.95,143.76,2050.14,0.695,0.157,0.414,1.58
WELL-1002,Shale_B,0.113,ERROR,,,186.61416502104524,0.51,0.432,70.38054516245703,72.97,18.13,2570.91,,92.07,2770.49,0.569,0.164,0.506,9.07
WELL-1002,Shale_B,0.066,802.0,Shale,2.2,0.186,0.782,0.202,0.3,94.49,ERROR,2802.46,XYZ,103729.18470338655,2296.11,0.208,0.114,0.608,1.03
WELL-1002,Sandstone_A,,155.64,Sandstone,2.65,0.429,0.532,0.013,0.106,,27.62,950.13,3303.91,61.69,4356.93,0.375,0.307,0.605,ERROR
WELL-1002,Sandstone_A,0.074,,Sandstone,2.433,0.238,564.2439049603922,405.1404275751545,0.243,78.2,42.64,2731.68,3148.63,51717.43696337314,5005.46,0.767,0.2,0.387,2.8
WELL-1002,Dolomite_D,0.16,62.14,Dolomite,,0.235,0.457,0.119,0.079,44.66,46.12,1928.6,2228.08,111.62,3730.18,0.731,0.183,0.5,
WELL-1002,Limestone_C,0.207,993.02,Limestone,2.585,0.42,0.224,0.483,0.114,19.99,24.36,1591.92,2104.88,124.69,5163.23,0.31,0.336,0.884,8.55
WELL-1002,Sandstone_A,0.205,431.87,Sandstone,2.385,0.33,0.411,0.538,0.035,63.31,,1355.58,1662.89,80.45,3565.35,XYZ,,885.3622639141745,4.41
WELL-1002,Sandstone_A,0.137,128.19,Sandstone,2.468,0.205,0.238,0.546,0.243,99.5,32.8,2510.16,1901.77,92.24,2183.44,0.566,0.366,0.795,1.57
WELL-1002,Sandstone_A,0.189,849.29,Sandstone,2.091,0.164,0.449,22.875451865486305,0.161,87.94,6.79,2156.91,,92.86,3515.31,0.408,0.401,0.304,1.71
WELL-1002,Sandstone_A,,640.05,Sandstone,2.205,0.412,0.663,0.037,0.076,65.32,21.79,1763.52,2797.17,135.16,1032799.6619289746,0.387,0.268,,3864.13513558389
WELL-1002,Sandstone_A,0.104,178.91,Sandstone,2.329,0.207,0.783,0.3,0.116,18964.998699902626,7.6,2155.9,3188.61,132.14,2044.37,0.365,20.359380212800392,591.6746895260047,8.38
WELL-1002,Limestone_C,0.234,,Limestone,1123.4726653274997,0.125,0.285,0.421,0.163,,NULL,1532.17,3245.3,86.64,4702.21,0.285,0.005,0.756,3.48
WELL-1002,Limestone_C,0.184,238.7,Limestone,2.155,0.183,0.24,0.227,62.877869148145614,96.13,48.3,155.66,1800.26,105.35,5475.67,0.791,0.444,179.1404550610405,8.21
WELL-1002,Dolomite_D,0.202,532.17,Dolomite,2.127,0.158,0.684,0.595,N/A,,39.94,1371.12,2410.06,87.33,3280.4,0.244,0.329,58.433704407758626,N/A
WELL-1002,Dolomite_D,0.206,592.11,Dolomite,2.19,0.319,0.231,0.297,0.021,,11.18,584.14,541191.8060802908,127.27,4233.85,0.444,0.26,0.984,0.25
WELL-1002,Sandstone_A,0.249,850.24,Sandstone,2.565,0.359,0.252,0.059,0.243,49.99,18.29,866.12,1987.92,129.45,3188.86,0.315,36.04418596877884,0.248,7.19
WELL-1002,Sandstone_A,0.224,994.19,Sandstone,XYZ,0.308,0.257,0.309,0.056,82.79,34.63,2899.53,2162.87,139.72,NULL,0.529,0.478,0.447,6.82
WELL-1002,Shale_B,101.76033039958756,792.1,Shale,2.617,0.332,0.636,0.236,,N/A,38.44,2668.6,2398.23,138.77,5802.34,0.754,0.033,0.38,5.13
WELL-1002,Shale_B,0.098,132.15,Shale,2.479,0.201,0.267,0.415,0.209,17.37,33.54,678.23,NULL,98.86,N/A,0.453,0.372,0.276,
WELL-1002,Sandstone_A,0.05,412.15,Sandstone,2.288,0.26,0.204,0.301,0.188,65.54,35.31,1051.7,1865.34,145.57,2452.0,0.652,0.045,0.866,2.45
WELL-1002,Shale_B,0.102,762.56,Shale,2.109,0.137,0.606,0.016,118.48651743377808,57.33,28.65,2986.24,2333.17,113.59,,0.289,0.026,0.69,1.72
WELL-1002,Limestone_C,72.64380444003909,712.9,Limestone,2.469,0.436,0.211,0.267,0.312,75.33,27.08,722.03,2521652.367224427,59.62,4045.57,0.712,0.486,0.691,5.27
WELL-1002,Dolomite_D,0.095,228.31,Dolomite,2.045,0.443,0.739,0.298,0.149,73.43,31.06,179.95,1933.89,64.74,5350.75,0.663,0.229,,
WELL-1002,Dolomite_D,0.068,857.69,Dolomite,2.283,0.335,0.203,0.121,0.228,76.07,49.37,,2637.41,94.26,3592.11,74.43841345631857,0.176,0.724,1326.695543602159
WELL-1002,Limestone_C,0.191,526.85,Limestone,2.027,0.281,0.453,0.305,0.382,93.43,43.1,2267.78,2500.4,84.92,4889.83,0.702,0.195,0.919,6.21
WELL-1002,Dolomite_D,0.153,97.63,Dolomite,2.495,0.216,0.709,0.071,,49.68,10.58,592.9,1879.05,66.91,2705.95,0.206,0.383,45.82991296301582,199.23132126611708
WELL-1002,Dolomite_D,0.161,748294.6434989849,,2.272,0.164,0.724,0.149,0.264,68.38,22.9,2687.44,,84.95,5806.47,NULL,0.331,0.699,XYZ
WELL-1002,Limestone_C,0.191,991.9,Limestone,2.166,0.437,0.296,0.204,0.161,97.64,27.02,785.16,2217.84,84.17,4660.13,,0.204,0.599,0.1
WELL-1002,Limestone_C,ERROR,536.4,Limestone,,N/A,N/A,0.151,0.005,75.9,4010.1704028633594,1685.41,1989.15,,3493.81,0.58,0.021,0.444,8.73
WELL-1002,Shale_B,0.18,685.04,Shale,2.088,0.217,0.709,131.05056476956238,0.216,30.77,36.79,1767.33,3210.89,99.91,3122.4,0.348,0.43,0.605,6.41
WELL-1002,Shale_B,0.169,343.58,Shale,2.223,,0.576,0.467,0.306,75.74,42.97,985.32,1666.73,75064.55095034452,NULL,0.548,0.204,0.406,9.41
WELL-1002,Dolomite_D,0.051,214.56,Dolomite,2.584,0.258,0.622,0.553,0.309,70.88,,2238.22,1566.02,117.05,4978.83,0.675,0.228,0.318,8.7
WELL-1002,Sandstone_A,0.206,337.32,Sandstone,2.666,NULL,0.731,0.243,,37.21,NULL,XYZ,3313.66,114.87,3306.91,0.342,0.134,0.7,9.46
WELL-1002,Shale_B,0.174,817.07,Shale,2.523,0.174,0.453,0.022,0.23,98.22,12.45,1623.03,2582.14,133.78,3309.16,0.344,0.26,0.965,2.87
WELL-1002,,0.057,,Dolomite,2.258,0.4,0.432,0.368,XYZ,11609.666282101682,10.3,1174.74,3128.43,145.49,2520.23,0.425,0.181,0.477,6.58
WELL-1002,Shale_B,0.064,7.77,Shale,2.457,0.364,0.68,0.263,0.213,94.23,47.49,2279.89,2791.12,94.77,5239.08,0.655,0.352,0.839,1.19
WELL-1002,Sandstone_A,0.183,855.08,Sandstone,2.062,0.132,0.694,0.074,0.021,96.94,39.84,1181.57,1818.19,85.08,5768.62,0.673,0.142,0.258,9.28
WELL-1002,Limestone_C,0.114,983.56,Limestone,N/A,0.255,NULL,0.545,0.234,,5.05,2775.35,2369.29,122.27,3738.87,0.588,0.308,0.487,ERROR
WELL-1002,Limestone_C,0.096,846.35,Limestone,,0.3,0.789,132.95223892700582,0.238,83.85,19.48,1631.94,N/A,N/A,4622.34,0.611,0.238,0.428,7.84
WELL-1002,Shale_B,0.232,851.72,Shale,2.287,0.408,0.337,0.178,0.158,NULL,,226.12,2120.5,92.12,5238.17,0.344,0.064,0.758,7.59
WELL-1002,Dolomite_D,0.122,647.09,Dolomite,2.543,0.445,191.97284736232777,290.2525091741979,0.046,34.29,8.57,2472.63,2256.06,82.51,,NULL,0.168,ERROR,8.24
WELL-1002,Limestone_C,0.085,143.67,Limestone,2.422,94.5791644650555,,0.057,XYZ,45.51,25.52,1983.46,1784.28,117.74,4425.26,0.626,0.487,0.243,8.67
WELL-1002,Sandstone_A,,377.85,,2.02,0.187,0.486,0.386,0.156,16.19,15.44,337.74,2164.08,61.54,810359.444827123,NULL,0.38,0.898,9.45
WELL-1002,Sandstone_A,0.056,523.1,Sandstone,2.178,0.41,0.644,0.57,0.313,68.55,9.03,1596.21,3359.15,58.41,3483.12,0.336,,,1.73
WELL-1002,Dolomite_D,0.196,422.4,Dolomite,2.547,0.44,0.302,0.063,354.5242866125763,70.97,14.07,970.22,3003.14,N/A,3778.07,0.745,0.476,318.87440953733017,1.13
WELL-1002,Limestone_C,0.233,940.64,Limestone,2.222,0.263,0.221,0.24,ERROR,52.03,17.26,2717.83,2991.32,143.14,2829.3,0.733,0.383,0.963,2.07
WELL-1002,Dolomite_D,0.105,198.2,Dolomite,2.56,0.222,0.619,0.396,0.04,49.25,40.36,1582.96,2546.7,149.09,4096.92,0.581,0.243,0.455,0.14
WELL-1002,Dolomite_D,0.08,934.05,Dolomite,NULL,0.248,0.28,0.409,0.095,98.0,5.66,834.93,1655.09,63.97,2974.36,ERROR,0.184,0.313,5.7
WELL-1002,Shale_B,0.119,385.34,Shale,2.64,0.482,0.427,0.284,0.036,38.45,10.77,2651.93,1912.67,59.47,4505.7,0.328,0.043,0.927,6.03
WELL-1002,Limestone_C,0.113,463.19,Limestone,2.412,0.225,0.421,0.333,,26.17,26.22,2141.48,2509.26,137.05,3056.09,0.708,,0.713,7.78
WELL-1002,Dolomite_D,0.098,352.26,Dolomite,2.697,,0.579,0.077,0.059,45.53,43.23,676.7,2489328.5450298907,78.14,,0.475,0.242,0.409,2.55
WELL-1002,Limestone_C,0.119,699.47,Limestone,2.685,,0.309,0.094,0.109,22.52,21.6,1883.86,3435.05,130.98,3820.31,0.471,0.2,,9.17
WELL-1002,Dolomite_D,0.15,558.39,Dolomite,2.573,0.173,0.532,0.238,0.327,63.94,27.64,866892.9585597015,2616.33,104.21,3343.25,67.99235964326608,ERROR,0.24,0.24
WELL-1002,Limestone_C,0.108,683.96,Limestone,2283.3107169824816,0.16,0.202,39.874538559167206,0.259,87.89,23.91,423.68,2632.29,134.04,4168.68,0.529,,0.986,0.43
WELL-1002,Shale_B,0.224,378.09,Shale,2.227,0.193,111.65389005359067,,0.034,27.85,7.96,1594.56,3049.08,94.6,2232.03,0.203,0.237,0.912,5.38
WELL-1002,Shale_B,0.153,81.52,Shale,2.626,0.438,0.691,0.505,0.185,27.5,41.46,2372.92,3321.8,98.45,3966.77,0.602,0.385,,8.75
WELL-1002,Limestone_C,0.077,583.81,Limestone,,0.469,0.626,102.30576039895895,0.265,76.85,11.18,487.17,3170.4,61.54,1792199.1103408537,0.621,0.333,0.557,3.19
WELL-1002,Sandstone_A,0.14,129.98,Sandstone,2.093,0.464,0.417,0.374,0.047,44.31,13.33,760.52,1783.18,101451.37129878922,,0.749,0.234,0.773,4.55
WELL-1002,Limestone_C,0.235,402.82,Limestone,2.082,0.171,0.405,0.375,78.45468962280381,21.07,45.42,466.88,1573.34,78.32,3367.2,0.393,0.122,0.305,7150.469023779952
WELL-1002,,0.211,XYZ,Shale,2.28,0.475,0.384,0.582,,32.5,24.73,1758.79,2135.35,123.94,3179.61,0.566,0.335,0.667,6.26
WELL-1002,Sandstone_A,0.237,609.37,Sandstone,2.314,0.181,0.421,0.216,0.323,NULL,22.57,1842.76,1907.67,80.24,N/A,0.415,0.399,0.91,3.49
WELL-1002,Limestone_C,0.185,203.15,Limestone,2.097,0.115,,0.095,0.063,92.94,20.4,,1737.9,,5980.91,0.681,0.03,0.347,3.93
WELL-1002,Sandstone_A,99.87216172798597,,Sandstone,,0.41,0.594,XYZ,0.01,49.11,19.2,375.76,2131.82,84.67,2454.78,,0.043,62.467869077546595,3.53
WELL-1002,Limestone_C,0.224,494.96,Limestone,2.33,0.336,0.622,0.333,N/A,56.89,24835.35472034223,2640.8,NULL,67326.97735981249,4775.79,0.726,0.303,0.54,2.95
WELL-1002,Shale_B,0.082,952.0,Shale,XYZ,,0.605,0.528,0.089,90.1,31.97,855.05,1645.01,110.83,2781.16,103.3862084770233,,0.938,9.04
WELL-1002,Sandstone_A,0.118,782.14,Sandstone,2.206,0.219,0.315,0.503,0.112,84.22,14.53,1776.24,2134.62,110.84,4461.42,0.231,0.495,0.45,1.36
