well_id,date,oil_rate_bopd,gas_rate_mscfd,water_cut_frac,tubing_pressure_psi,casing_pressure_psi,choke_size_64ths,gorp_factor,oil_gravity_api,produced_water_salinity_ppm,downhole_temperature_C,downhole_pressure_psi,CO2_fraction,H2S_fraction,sand_production_rate_lbs_day,ESP_current_amp,ESP_voltage_volts,pump_efficiency_frac,downtime_hours
WELL-1002,2022-06-13,,,0.18,2807.43,2513.16,55.1,1.81,27.0,6959018.019109329,92.47,707232.2292937943,0.003,0.002,95.01,10.73,205.17,0.799,9.37
WELL-1002,2022-06-14,,8916.8,0.22,1057.68,,51.8,0.583,38.3,,73.9,4518.88,0.037,0.005,36.27,33.35,349.18,0.795,17.54
WELL-1002,2022-06-15,,8762.0,0.35,3944.08,2527.01,38.4,0.918,22.7,21414.2,75.08,2178.51,0.018,0.006,58.07,66.24,490.16,0.54,8.09
WELL-1002,2022-06-16,1858.0,7250.2,0.13,1793645.8792340576,1429.87,,1.901,22.7,46414.9,N/A,4242.91,12.898834584099582,0.006,37.1,,177.19,0.587,16.75
WELL-1002,2022-06-17,N/A,3849.4,0.16,3375.89,1093.08,50.8,1.082,20.4,33303.3,52.93,5950.19,0.041,0.009,17.64,86.19,537.45,0.696,10.95
WELL-1002,2022-06-18,2364.3,8228.9,0.1,4997.2,1911.87,44.3,0.84,39008.6469664123,26842.4,117.64,2046.67,0.033,0.01,38.88,56.06,304.67,0.808,
WELL-1002,2022-06-19,535.9,5094.1,108.36804906823265,1633.62,964.01,52.9,1.363,25.7,14560.6,85.47,5320.54,0.018,N/A,73.31,57.85,108.95,0.814,12.71
WELL-1002,2022-06-20,2522.0,3344.3,0.38,475251.8398364313,981.8,49.9,NULL,,17659.3,54.64,4935.47,0.003,0.001,85.83,75.18,579.02,0.678,14.48
WELL-1002,2022-06-21,2699.5,6121.9,0.26,1259.6,2368.1,11.8,1.42,20.2,,78.72,2518.02,0.005,0.003,26880.585707081216,90.98,492.79,XYZ,16.22
WELL-1002,2022-06-22,636.0,3345.8,0.31,710971.8943490133,977.9,47.2,1.279,27.8,19414.3,XYZ,2607.43,0.016,0.01,44.89,66.29,410.16,644.2185580669579,1.78
WELL-1002,2022-06-23,1972.2,1377.5,0.27,4601.23,544964.4067952076,9.0,0.681,33.2,44495.5,54.64,4596.03,2.022681762605673,XYZ,90.33,15.97,347.01,0.7,18.76
WELL-1002,2022-06-24,XYZ,1819.8,0.38,786130.9201874677,2632.79,8043.630409032508,1.149,34.5,11068871.267095873,50.71,4072.36,0.026,0.009,98.05,71.73,397.27,0.671,6.68
WELL-1002,2022-06-25,2364.0,3481.0,0.32,3284.4,1961.3,,0.546,32.3,38399.5,93.04,3561.72,0.027,,44.99,44.13,576.82,0.57,15.88
WELL-1002,2022-06-26,1921.2,7271.7,0.27,4050.38,981.97,55.1,1.667,22.1,,77.75,2280.17,0.018,0.007,90.7,13.96,559.57,0.519,16.36
WELL-1002,2022-06-27,,8083.3,NULL,4195.49,791.8,,0.624,32.6,42369.5,59.14,3639.3,0.036,0.01,38.59,9.07,,0.744,9.08
WELL-1002,2022-06-28,1813.6,1474.6,0.4,XYZ,1947.33,10.3,1.706,,3369655.0798722976,71.36,5938.47,0.028,0.005,XYZ,28.61,538.27,0.864,18.46
WELL-1002,2022-06-29,1531.9,6734.4,0.29,XYZ,1200494.7531212834,60.5,1.624,24.0,19289.2,99.81,3490.33,0.024,0.009,85.53,ERROR,,0.56,2854.6863025930465
WELL-1002,2022-06-30,1747.8,1334.2,0.32,1243.28,1053.5,57.9,0.712,37.7,25369.8,115.76,2280.91,0.024,0.004,55.7,51.94,294.11,0.523,9.25
WELL-1002,2022-07-01,581.2,2511.6,0.2,NULL,2093.04,61.8,1.555,31.3,,43331.3780922141,5039.51,0.039,0.005,71.13,47.41,205.88,0.871,12.35
WELL-1002,2022-07-02,1650.8,9536.9,0.31,2004.83,1775.12,53.8,0.751,29.1,24700.1,115.88,4056.64,0.026,0.004,25.55,88.96,485.42,0.832,5.73
WELL-1002,2022-07-03,1986.4,1085.0,NULL,2563.88,62074.02518160452,36.4,0.862,31.2,19189.6,117.44,3861.73,0.002,0.001,58.45,N/A,573.84,0.883,4.85
WELL-1002,2022-07-04,1202.5,1772.0,0.16,2078.82,2666.36,8.5,0.832,25.1,36143.0,83.16,4318.71,0.04,0.007,56.46,31.03,597.8,0.687,15.9
WELL-1002,2022-07-05,1220.7,6355.1,0.27,2071.02,448113.0631078942,12.9,1.393,26.3,48685.3,76.62,3748.02,ERROR,0.001,46.37,64.57,326.51,402.2043882919739,N/A
WELL-1002,2022-07-06,2364.5,2926.5,0.14,1198.07,2563.14,59.9,1.63,37.1,19679.9,94.19,2253.55,0.012,0.008,26.33,94.33,36886.74254947185,0.973,17.57
WELL-1002,2022-07-07,2769.5,4095.3,14.543384848258912,2998.19,2479.33,18.4,1.713,27.5,13662.9,63.07,3712.12,0.025,XYZ,74.05,32.36,394.15,0.711,6.36
WELL-1002,2022-07-08,2955.9,8852.1,0.2,1314.91,1117.69,12.6,ERROR,24.2,23692.6,62.79,2141.45,0.041,0.008,62.11,32.22,524.17,0.718,8.81
WELL-1002,2022-07-09,2426.7,4494.3,0.19,4024.91,,24.6,1.967,27.9,21870.7,101.06,4514.18,0.047,0.002,97.52,83.64,491.9,0.608,22.8
WELL-1002,2022-07-10,2808.7,8172.4,0.29,4477.26,2764.91,43.5,1.166,24.3,14604.9,51.63,5175.56,0.005,0.001,77.72,37.32,579.63,0.775,10.06
WELL-1002,2022-07-11,1299.3,9751.7,0.39,1266.55,1487.76,29.4,1.696,20.1,41369.0,108.06,2210.15,26.326856156756712,0.005,67811.22466787432,28.41,597.45,0.597,50.88794778236256
WELL-1002,2022-07-12,2788.7,5160.6,0.49,1607.55,2471.56,42.4,1.363,39.4,35444.3,106.26,3656801.12883568,0.0,0.01,72.43,72.82,530.24,0.715,11.21
WELL-1002,2022-07-13,2734.0,,0.26,1052.8,2141.91,49.2,1.255,27.3,NULL,119.89,5523.27,0.031,0.01,30.48,,370656.15288396826,0.587,11.73
WELL-1002,2022-07-14,1936.5,2822.8,0.44,2357.83,1115.46,10.1,,31.1,24573.9,,4795.53,0.046,0.008,70.13,9.15,246.95,120.34299455990919,10.87
WELL-1002,2022-07-15,2546.9,6963.9,0.39,2312.48,1003.12,4603.276896873591,1.214,35.6,12644.4,102.57,3227.39,0.026,0.004,13910.229868981565,,350.53,0.664,21.85
WELL-1002,2022-07-16,817.6,,0.16,4427.99,2289.29,53.9,1.775,,49801.3,79.41,4655.96,,1.7852847437463109,60.03,93.4,209.84,0.663,14.22
WELL-1002,2022-07-17,ERROR,6133.2,0.35,2944.47,2405.63,,1.639,24.6,29488.1,,3841.92,0.007,0.001,48.47,14.18,227.9,0.555,21.56
WELL-1002,2022-07-18,1693.3,7570.3,0.39,ERROR,1334.13,55.8,0.994,35.3,13302.7,94.73,3685.09,0.007,0.001,20.31,8.17,246.88,N/A,13.16
WELL-1002,,2299.5,3322.2,0.27,1674.91,ERROR,37.8,1.294,24.7,24106.7,103.75,3965.48,,0.008,94.73,49581.1128270805,208.2,0.725,1.7
WELL-1002,2022-07-20,1089.9,2916.5,0.38,4129.23,2909.64,,1.867,38.5,14535.6,N/A,2268.25,7.202508717332863,0.001,32.29,32.09,246.63,0.599,15.3
WELL-1002,2022-07-21,2850.9,358016.99355653545,0.1,3804.89,2532.62,36.4,0.554,24.7,9247147.524744295,117.09,3141.79,0.005,0.005,85.69,60.4,364.77,438.24533421301624,3.96
WELL-1002,2022-07-22,1869.6,7263.3,XYZ,XYZ,1217.69,9.2,1.495,37.2,21447.8,113.89,3442.89,0.042,0.005,73.94,45.09,554.14,0.681,3.62
WELL-1002,2022-07-23,864790.9159483709,3283.9,0.4,2270.02,1679.43,44.7,1.195,26.1,10378.6,100.69,4099.11,0.028,0.005,82.03,11.28,417.54,0.735,NULL
WELL-1002,2022-07-24,2045.0,,0.35,1463.51,1397.43,57.5,1.335,38.1,12542.9,54.01,5478.08,0.001,0.003,66.63,20.75,134.61,0.567,3.84
WELL-1002,2022-07-25,994.8,1606.7,0.12,3318.05,1897.56,31.7,0.873,36.0,42964.6,104.58,4596.02,0.008,0.004,23.21,17.07,368.82,0.943,13.19
WELL-1002,2022-07-26,1303.6,5035.7,0.25,XYZ,718.41,29.0,1.838,28.1,18739.4,105.46,,0.011,0.005,22.81,83.63,159.41,0.786,17.03
WELL-1002,2022-07-27,1536.9,8360.8,0.23,,966.91,15656.60960854127,0.843,38.9,NULL,106.61,3234.34,15.161831519197731,0.007,57.68,82.1,541.42,0.837,20.05
WELL-1002,2022-07-28,1328.8,1603.9,0.37,3251.35,1566.83,28.0,0.515,24.2,14437.8,61.16,4923.61,0.044,0.006,34.67,16.86,236.99,0.852,17.06
WELL-1002,2022-07-29,1704.4,1814.2,0.3,,788.84,38.6,0.596,30.8,29751.8,63.68,3204.86,0.032,0.005,69.82,23.43,131.38,0.78,0.42
WELL-1002,2022-07-30,699.4,6197.8,0.13,4202.41,2429.91,ERROR,1.083,21.4,,53.17,2506.9,0.027,,63.12,NULL,142.85,0.892,N/A
WELL-1002,2022-07-31,924.6,111608.49781128518,0.27,4935.43,1392.03,45.3,1.363,26.4,37792.2,65.39,,0.023,0.0,84.84,74.54,546.45,,9.98
WELL-1002,2022-08-01,1551.3,9463.0,0.42,1991.34,1049.18,32.5,1.404,35.5,3937187.2028176603,85.0,5788.57,0.046,0.0,41.25,26.36,N/A,0.662,16.69
WELL-1002,2022-08-02,1200.5,7592.5,0.29,4528.6,1062277.4809442037,57.7,1.84,38.1,33368.3,ERROR,5597.85,NULL,0.4571176245298007,93.16,45.81,245.94,0.654,3.72
WELL-1002,2022-08-03,2678.6,4014.5,0.49,2315.23,1828.73,35.0,1.005,31.9,26368.4,78.65,3794.96,0.039,0.004,31.87,76.05,374.64,0.547,1.0
WELL-1002,2022-08-04,2782.6,2727.9,0.45,3105.6,809.14,21.6,1.631,38.2,30937.1,106.48,5374.46,0.007,0.01,8508.214295927995,10.63,45335.76462234657,0.773,
WELL-1002,2022-08-05,1326.2,7877.7,0.14,4296.6,1302.84,24.5,1.305,18922.29887699394,43248.3,63726.3422802492,3602.08,0.021,0.009,7.24,94.0,435.82,0.901,9.64
WELL-1002,2022-08-06,1434.8,9775.9,0.26,1145456.5413492399,1659.65,8.3,,28.5,,81.41,4164.47,0.018,0.009,99.46,,426.65,0.836,5.66
WELL-1002,2022-08-07,1052.6,,0.17,4853.73,2275.6,25.1,1.65,10700.558481706237,46041.2,62.38,4148.06,0.026,0.006,74.82,62.1,XYZ,0.889,5.74
WELL-1002,2022-08-08,2686.0,4298.4,0.21,3624.87,2157.43,ERROR,1.403,30.7,18935.9,65.27,2776.11,,0.004,41.94,54.84,143.06,0.582,7.15
WELL-1002,2022-08-09,,6956.0,0.32,1290.86,528.58,42.5,1.749,35.0,28773.3,81.58,5518.45,0.016,0.002,25.93,12.78,572.02,0.599,3.23
WELL-1002,2022-08-10,1518.6,N/A,0.32,2902.65,2338.22,ERROR,884.0919354432465,36.9,17982.6,84.01,2427.08,0.012,,89.04,74.13,500.64,0.824,ERROR
WELL-1002,2022-08-11,2026.7,9788.4,0.16,3371.2,1261.94,,0.726,34.9,33965.2,,3857.98,0.016,0.008,99.2,32.88,112.55,0.875,19.87
WELL-1002,2022-08-12,697.5,7522.8,0.41,3509.74,XYZ,9.1,1.141,23.2,11446.4,86.93,4077.43,ERROR,0.01,73.58,52.94,221.77,0.775,11.05
WELL-1002,2022-08-13,1866.1,6172.7,0.36,XYZ,2311.01,33.1,1.794,35.5,22768.5,107.77,5217.92,0.021,1.4740105294781094,32.37,58.93,310.2,0.734,8.21
WELL-1002,2022-08-14,895.6,1463.9,0.38,3734.75,1927.72,31.9,1.358,30.6,826016.1475829609,74.54,5432.49,,0.003,92.6,21.19,491.03,0.677,2.7
WELL-1002,2022-08-15,551.9,2078955.3477838591,0.34,4311.85,2809.2,54.9,1.157,37.7,ERROR,XYZ,3589.63,0.022,0.009,,35.21,480.77,0.694,3.99
WELL-1002,2022-08-16,ERROR,5157.8,0.37,4322.61,2537.14,41.5,729.9959034206645,29.7,29798.6,119.46,5464.07,0.041,0.009,97.07,36560.01008672171,,0.632,11.64
WELL-1002,2022-08-17,2466.7,7691.5,0.48,3018.35,2059892.094344775,62.7,1.091,20.6,15070.7,51.73,5690.74,0.026,0.005,14.63,61.94,587.5,0.762,14.18
WELL-1002,2022-08-18,1559.8,2634.3,0.17,3689.33,881.51,32.5,1.653,37.6,29762.2,116.8,2489.15,0.045,0.001,29.79,54.5,508.22,0.553,7.88
WELL-1002,2022-08-19,1395.3,9700.0,0.12,XYZ,,57.4,1.555,36.7,20751.6,56.03,,0.04,,58.67,21.31,131.37,663.3568871884452,9.26
WELL-1002,2022-08-20,1215.9,8928.0,0.17,,,39.2,N/A,36.4,17235.0,92.41,4314.68,0.034,0.005,7.61,43.39,362.16,0.734,3.66
WELL-1002,2022-08-21,1369.1,6539.0,0.35,1090.38,2871.32,8.6,1.531,,22986.9,118.5,3441.49,,0.003,55.04,ERROR,507.56,0.837,
WELL-1002,2022-08-22,2820.2,8177.1,238.76711654054435,,2408.57,55.5,ERROR,28.3,39472.9,82.63,3458.41,0.032,0.004,37.78,21.0,325.1,0.833,10.52
WELL-1002,2022-08-23,641.6,1310.5,0.23,4487.62,1601.24,8.4,1.753,30.5,14737.2,55.17,2635.75,0.024,0.009,52.34,92.32,,0.797,10366.617368328702
WELL-1002,2022-08-24,1403.7,7582.1,0.41,2658.99,811.04,23.7,1.792,,39842.9,107.61,2779.53,ERROR,0.008,,86.96,131.13,0.512,1266.8706186269953
WELL-1002,2022-08-25,2610.2,,20.39708823911106,,2987.28,N/A,ERROR,34.1,28805.3,65.87,N/A,,0.006,88.53,72.69,,0.959,1.63
WELL-1002,2022-08-26,2107.2,,0.42,2055.78,2010.09,62.2,0.533,35.4,42323.5,80.08,5483.44,0.016,0.0,51.52,64.5,326.71,0.683,N/A
WELL-1002,2022-08-27,2412.5,6564.4,0.28,1193.94,,35.3,1.542,38.8,34838.5,100.99,2566.08,0.032,0.009,77.17,30.3,324.21,0.604,10.32
WELL-1002,2022-08-28,1873.6,1495.8,0.21,1185.11,ERROR,31.5,1.108,22.7,16459.0,60.29,4070.0,30.1301796796524,0.003,54.84,21.78,447.01,0.987,22.9
WELL-1002,2022-08-29,1560.0,8582.6,ERROR,1215.6,1950.21,43.2,0.549,23.3,30614.0,97.77,4546.95,0.012,0.009,0.8,95.32,325.14,0.876,3.27
WELL-1002,2022-08-30,517.3,9843.8,0.27,3542.22,1421.12,25.3,1.842,23.4,32341.7,64.84,2933.68,ERROR,0.003,74.9,61.49,151531.17390639728,0.789,7.67
WELL-1002,,1650.6,8731.1,0.44,,818.31,49.6,0.78,38.6,45404.6,94.36,3376.07,35.23617153441536,0.006,23.04,,530.82,0.845,8.51
WELL-1002,2022-09-01,1761.3,9716.1,0.14,1850.92,1975.97,16.7,1.418,34.9,12149.7,108.25,2391.56,0.049,0.0,31052.30853296861,13.72,340.63,0.787,19.48
WELL-1002,2022-09-02,600.2,1441.5,0.19,3573.75,2112.07,ERROR,1.01,32.3,38051.9,,5962.61,ERROR,XYZ,30.71,88.32,511.07,0.782,22.84
WELL-1002,2022-09-03,1151.4,4315.1,0.48,1404.76,2262.13,XYZ,,39.5,33938.3,79.31,5141.4,0.016,0.008,47.49,8.01,229.6,0.667,8.0
WELL-1002,2022-09-04,2005.1,5120.0,0.49,4947.54,677.58,25.1,1.878,30.8,19077.3,117.68,4105.75,0.006,0.003,95.13,17016.85513652079,509.61,0.628,5.05
WELL-1002,2022-09-05,553.9,2429.7,0.44,3522.96,1325.75,19.8,1.26,30.5,48280.9,87.04,4552.75,0.031,0.002,88.67,,147.56,0.532,18.45
WELL-1002,2022-09-06,2443.1,1688.1,0.39,3989.19,2075.18,39.5,1.045,32.9,21989.4,84.57,2308.65,0.002,0.007,28.84,57.25,247.9,0.631,22.78
WELL-1002,2022-09-07,1660.7,9886.0,0.34,2727.05,1004.04,17.9,0.804,31.1,44022.8,118.52,4605.88,0.004,0.007,69.05,35.52,,,8.66
WELL-1002,2022-09-08,664.5,XYZ,0.31,2155.76,1230.1,36.9,1.618,34.3,43251.3,82.53,4160.7,0.034,0.005,30.14,57.42,314.15,0.76,19.37
WELL-1002,2022-09-09,1498.1,8042.9,0.15,3974.86,2384.22,12.0,NULL,20.8,48732.9,NULL,3499.65,0.005,0.006,74.38,58.08,106563.23478570321,0.622,XYZ
WELL-1002,2022-09-10,N/A,7249.8,0.2,3035.93,1861.6,63.0,1.14,25.4,11325.0,59.48,5868.76,0.046,0.003,94.99,92.91,426.65,0.992,2.25
WELL-1002,2022-09-11,1076.1,7485.9,0.46,3288.19,,43.3,1.07,34.1,24018.8,73.53,4398.35,,0.008,30.71,46.1,335.5,,21.16
WELL-1002,2022-09-12,156644.37542953773,8002.5,0.24,1780.03,807.97,,1.538,28.6,20047.5,52.3,5206.56,0.009,0.007,65.79,ERROR,201.24,0.579,0.86
WELL-1002,2022-09-13,2988.1,2560.2,0.38,,,51.6,0.516,26.0,47104.1,XYZ,2973.49,0.044,0.008,95.47,61.91,109.29,0.854,14.32
WELL-1002,2022-09-14,1044.3,3969.0,0.44,2196.67,791.45,29.9,243.56263129845533,28.7,7179964.5837002015,111.46,3654.24,0.021,0.002,94.9,84.72,294.92,0.64,3.12
WELL-1002,2022-09-15,NULL,5112.4,0.21,3109.29,1729.39,48.4,1.188,39.6,14707.5,99.81,3107.71,0.036,0.001,66.7,76.91,328.68,0.709,23.92
WELL-1002,2022-09-16,1736.4,5504.3,0.38,2336.94,1476.65,44.8,1.076,33.4,47445.2,98.03,4279.29,0.04,0.003,91.79,79.33,277.05,0.921,23.74
WELL-1002,2022-09-17,1759.0,3086.2,0.12,2422.33,1229.04,15.0,1.185,,19492.8,109.65,2653.45,0.003,0.007,12.49,46.38,323.45,0.614,1.88
WELL-1002,2022-09-18,2001.1,6217.5,N/A,1711.93,1659.44,45.1,1.724,26.7,19561.5,58.5,5271.86,0.049,0.005,16.18,38.23,214.57,270.16258390296986,9.82
WELL-1002,,2123.3,3324.5,0.16,NULL,2763.35,44.1,1.491,20.0,35525.6,78.63,4025.3,0.01,,80.11,63.96,229.78,0.909,18.57
WELL-1002,2022-09-20,XYZ,9473.5,0.35,2761.82,2184.03,27.0,1.729,27.7,36128.2,94.3,5300.87,0.037,0.003,97.81,15.37,415.37,0.629,12.29
WELL-1002,2022-09-21,2280.2,8587.8,0.12,4048.53,1943.2,43.4,0.864,,22316.0,75.43,,0.029,0.004,NULL,24.15,255.82,0.71,15.88
WELL-1002,,764.5,9419.2,0.21,1988.16,2746.5,,XYZ,39.2,,72.05,4295.73,0.05,0.008,97.69,68.34,144.66,0.515,19.89
WELL-1002,2022-09-23,2537.3,2815.7,0.26,XYZ,2023.73,59.4,1.002,3588.4868701358296,39110.8,106.8,5199.11,0.038,0.004,47.79,52.18,483.02,0.511,10.17
WELL-1002,2022-09-24,2364.0,7432.2,0.48,3736.09,678.56,56.3,0.816,ERROR,35661.3,,3995.98,0.032,0.009,82.16,60.74,343.84,0.511,9.55
WELL-1002,2022-09-25,2551.6,6583.3,0.36,4149.05,2417.01,,1.567,29.2,23364.8,69.1,,0.017,0.008,89.16,76.81,120.24,0.825,4.32
WELL-1002,2022-09-26,1537.3,1974.8,0.22,1747.99,2595.6,53.2,0.853,36.7,,110.0,3093.73,NULL,0.009,97.05,29.02,455.07,0.594,11.16
WELL-1002,2022-09-27,1503.2,3126.5,0.41,4095.43,1582.64,19.0,1.989,38.9,38458.8,100.06,3933.48,0.026,0.008,40.8,62.15,228.22,0.954,13.96
WELL-1002,2022-09-28,2906.0,1841.4,0.11,XYZ,624563.1500327634,52.5,,25.7,26799.3,90.76,5811.12,0.004,0.008,98.88,92.65,,0.735,19.74
WELL-1002,2022-09-29,2313.4,6046.3,0.36,2689.44,1150.07,63.7,1.67,31.2,42073.6,82.96,2860.13,0.006,0.6023158018908082,97.6,35.2,404.43,0.764,21.16
WELL-1002,,2394.2,9380.9,,4468.52,2065.54,40.4,0.957,37.3,41987.1,57.97,3728.71,0.007,0.005,88.97,60.62,588.42,0.628,17.99
WELL-1002,2022-10-01,2385.7,8908.2,0.32,3385.33,2783.28,18.8,0.773,26.1,16009.5,105.35,4433.15,0.028,0.001,82.14,62.18,517.05,0.735,18.18
WELL-1002,2022-10-02,1723.5,4618.4,0.36,2762.49,1213.64,19.9,1187.3959984701792,20.5,18496.2,105.2,5445.46,0.029,0.009,19.2,25.94,297.82,0.692,5.35
WELL-1002,2022-10-03,1024.1,,0.34,1689.25,ERROR,42.8,1.455,8487.146144056205,11565709.3311135,61.36,4056.48,0.037,0.005,64.65,11205.415200701838,143.29,0.529,13.98
WELL-1002,2022-10-04,2303.5,1568.8,0.4,2114149.4915334047,1306.82,24.0,ERROR,33.1,30466.6,110.99,2274.97,,0.003,41.64,54.14,406.49,0.611,16.05
WELL-1002,2022-10-05,2013.3,9993.2,0.46,1790.49,526.7,33.4,1.013,38.1,19520.7,106.74,ERROR,0.027,0.01,24.36,XYZ,XYZ,0.732,20.47
WELL-1002,2022-10-06,742.9,NULL,0.37,4958.32,,62.5,1.806,26.1,27293.9,83.99,2980.2,0.013,0.009,12.96,99.75,504.78,0.91,
WELL-1002,2022-10-07,2103.3,5364506.222676171,0.29,1707.95,2824.45,44.3,188.63916245081387,26.8,42533.6,51002.3874694878,5891.87,0.025,,28.83,23.34,533.94,0.977,1.62
WELL-1002,2022-10-08,1044.1,8042.0,ERROR,1494.53,2997.62,13.6,1.89,28.0,39144.3,72.04,3435.16,0.001,0.003,1.13,47.18,363.75,0.794,XYZ
WELL-1002,2022-10-09,1606.1,5649.6,0.32,4259.53,1942.63,60.3,,27.6,13377.8,118.2,5195.02,0.045,0.01,33.54,22.19,407.94,0.817,16.76
WELL-1002,2022-10-10,1231.8,5353.9,0.17,2801.74,1976.88,59.7,674.7331557316534,32.2,,86.87,3404.73,0.014,0.0,11.77,10.43,147.94,0.747,0.29
WELL-1002,2022-10-11,1470.0,3154.9,0.18,,2950.81,50.1,1.339,22.7,10868.0,90.55,3376.69,0.028,,94.35,,527.41,0.989,18.46
WELL-1002,2022-10-12,763.6,3815.2,0.32,1399.85,653.57,53.2,1.199,36.8,47865.4,55.98,4740.1,0.02,0.001,19.86,50.49,389.53,0.971,16.41
WELL-1002,2022-10-13,2419.3,2169.9,,2441.63,1001.52,32.7,1.068,39.7,45433.5,99.67,2912.77,0.007,0.007,61.23,9.39,131.36,0.569,7.26
WELL-1002,2022-10-14,1814.3,2370.6,0.25,4339.87,1793.57,53.4,1.19,33.5,XYZ,56.47,,1.1130075158353232,0.008,,48.78,135.23,0.843,18.69
WELL-1002,2022-10-15,756.5,4574.1,0.19,4444.56,502.41,43.4,1.908,30.4,21461.2,95.41,5306.01,0.027,0.002,77.39,68.1,547.61,0.856,22.52
WELL-1002,2022-10-16,XYZ,9129.8,0.46,4437.39,2750.51,37.1,0.599,31.3,23619.2,113.3,3832.97,0.048,0.005,30.16,72.79,587.7,0.908,11.24
WELL-1002,2022-10-17,2933.6,8440.9,XYZ,4478.82,2224.07,54.2,0.71,26.5,26483.5,52.25,2134.05,0.003,0.002,81.01,47.83,177.23,0.7,3.47
WELL-1002,2022-10-18,2064.5,6620.8,0.29,1126.37,2465.13,18.4,1.585,39.0,18222.8,54.71,4131.71,NULL,0.009,28.42,N/A,374.78,0.963,13.72
WELL-1002,2022-10-19,2223.3,5607.0,0.28,3693.05,1393.13,25.9,0.995,26.5,ERROR,88.99,3529.1,,0.002,13.98,71.54,475.01,,17.13
WELL-1002,2022-10-20,1254.1,,0.24,1052.33,2554.98,47.0,1.284,26.9,17366.2,NULL,XYZ,21.733053418563795,NULL,,53.03,457.38,0.834,19.36
WELL-1002,,2670.7,4234.1,N/A,,2174.8,11604.963573389728,1.256,39.0,37901.3,91.4,5019.93,0.033,0.002,11.39,XYZ,559.24,0.507,1.69
WELL-1002,2022-10-22,2239.8,2106.9,,85765.39638331131,925.26,16.8,1.21,26.2,1938114.7387030663,68.41,5121.28,14.31690188091878,0.003,47340.14390100367,,491.25,0.901,17.54
WELL-1002,2022-10-23,2121.7,6819.7,0.33,4109.17,1098.59,57.1,1.192,26.3,ERROR,60.91,5021.78,0.024,0.0,11.1,72.69,,0.834,11.4
WELL-1002,2022-10-24,1952.1,9539.5,155.51480158046826,4179.65,794.94,9.4,0.875,21.9,33872.6,59.0,4817.28,0.01,0.002,46.39,27.12,N/A,0.811,14.92
WELL-1002,2022-10-25,1167.9,7905.5,0.29,3355.79,981201.0271720166,35.0,1.154,6222.272626381016,16017.3,3296.087603918026,4707.98,0.038,0.004,4.45,14.28,288.45,N/A,16.83
WELL-1002,2022-10-26,660.5,4526.3,ERROR,4277.5,1418.58,24.9,1.162,27.5,,85.28,4642.1,N/A,0.004,96.83,54.29,65232.03590251348,0.905,15.28
WELL-1002,2022-10-27,2630.0,5102.6,0.19,4536.83,1505.56,11.4,0.919,30.2,15223.4,66.37,5483.01,0.021,0.009,20.12,31.91,XYZ,0.813,18.43
WELL-1002,2022-10-28,1220.4,6371.7,0.17,1962.66,818.13,30.4,1.41,21.1,48821.6,111.18,2736.13,0.028,0.001,9.43,44.55,546.42,545.5602505694336,9.43
WELL-1002,2022-10-29,2912.4,2522.8,0.27,2292.34,1610.56,44.9,1.961,N/A,46566.7,70.97,5924.92,0.004,0.001,30213.41628830948,40.29,285.62,0.997,3.7
WELL-1002,2022-10-30,ERROR,4177.7,0.28,3374.53,2780.58,45.3,1.351,29.9,15077.2,51659.174750653074,3680.17,0.034,0.01,11.78,53.11,,0.997,2.97
WELL-1002,2022-10-31,1531.4,6054.1,0.49,3228.01,1144.27,45.6,0.67,,23680.0,85.24,,0.027,0.001,,36.49,248.36,0.607,ERROR
WELL-1002,2022-11-01,2616.6,,0.41,4394.43,1630.99,18.5,1.116,23.8,12954.2,72.68,,0.016,0.004,2.81,20.61,369.22,0.663,13.56
WELL-1002,2022-11-02,2106.2,,0.28,2513.97,816.26,24.4,1.102,,33881.7,60.41,3868.41,0.024,0.0,,1521.6088032673993,554.75,0.658,9.93
WELL-1002,2022-11-03,1438.9,6641.7,0.12,,2629.99,41.4,1.456,39.7,30462.0,63.77,5906.29,0.006,0.009,66.11,31.79,225.09,0.912,5.58
WELL-1002,2022-11-04,1212.2,3796.7,0.45,3077.52,2268.56,35.8,0.603,20.7,39258.4,52.61,2492.85,,0.009,35.13,89.16,594.54,N/A,11.24
WELL-1002,2022-11-05,1710.9,6678.5,68.5255258849331,1134.6,1106.77,39448.47885660312,1.379,24.7,19362.5,63.53,4233.19,0.008,0.004,11.14,65.25,304.13,0.618,15.23
WELL-1002,2022-11-06,1592.0,6541.2,0.13,3428.56,1079.0,31.1,1.475,24.3,15342.3,105.9,2796.41,0.017,0.002,20.84,32.27,459.71,0.669,18.0
WELL-1002,2022-11-07,988.3,7571.3,0.36,1611611.7628483109,924.93,60.8,0.766,39.9,15411.4,105.53,4313.57,0.049,0.01,70.08,17.01,483.44,0.691,15.79
WELL-1002,2022-11-08,904.6,8510.2,0.23,1357.15,NULL,34.2,415.9887617737312,32.2,20671.8,51.87,3387.74,0.029,,11.92,40.8,31763.115538115177,0.786,9.32
WELL-1002,2022-11-09,2949.9,4916.0,0.29,,,52.1,1.536,24.8,30563.1,73.48,5390.77,0.03,0.004,69.22,,531.54,0.947,6.43
WELL-1002,2022-11-10,1398.1,3962.5,NULL,4950.69,1466.13,32.9,0.982,35.9,39325.7,19494.328938685663,1647947.955768515,0.048,0.008,69.69,74.45,285.09,0.832,
