seismic_line_id,shot_point,twt_ms,amplitude,frequency_hz,reflection_coefficient,acoustic_impedance,velocity_m_s,quality_factor,offset_m,azimuth_deg,inclination_deg,wavelet_type,gain_db,noise_level_db,processing_version,survey_name,inline_number,crossline_number,pol_frequency_hz
LINE-3,130,1219.29,-819.5,,-0.6901,,3658.92,14.26,5812.97,295.48,22.8,Klauder,2.42,-12.62,v1,Survey_B,1025,2253,43.14
LINE-3,20591.456428471418,2494.36,-792.35,29.56,0.7403,21997451.7,2665.85,30.7,8041.33,266.48,19.85,Klauder,0.34,19.08,v2,Survey_B,952427.0536469758,2445,27.04
,NULL,2706.94,105.64,13.01,0.337,11048657.68,2057.23,83.1,117726.29543537604,230.78,12.26,Klauder,5.79,ERROR,v1,Survey_A,,2830,37.06
LINE-3,ERROR,3380.84,,13.07,0.0558,6079513.04,4233.8,24.31,4574.78,204.7,7.77,,-9.68,,v1,Survey_C,1413,2048,31.71
LINE-3,134,3885.93,531.89,38.72,0.1958,17465896514.531563,4249.76,54.75,4351849.18750186,149.82,,Ormsby,5.88,15.75,v2,Survey_B,1405,2058,48.23
LINE-3,135,1815.93,-414.96,11280.56950559625,-0.5714,15895171.05,2265.56,89.69,9419.69,24.74,27.38,Ricker,-6.21,-6.46,v1,Survey_B,1978,N/A,29.12
LINE-3,136,XYZ,-560.77,37.56,-0.8961,7824220.0,,34.24,5587.91,159.62,27.31,Ricker,2.56,12.48,,Survey_C,1371,2141,48.11
,137,3042.39,XYZ,15.93,0.708,24239673.15,4758.19,ERROR,1072.21,231.05,22.98,Ricker,-4.51,-6.58,v3,Survey_A,1125,2382,12.07
LINE-3,138,,488.12,45.18,-0.2564,12182379.0,2420.06,11258.981010016516,8838.06,345.85,4396.134646479696,Klauder,7.29,-10.38,v2,Survey_A,1136,2940,NULL
LINE-3,,281682.8963776051,796.86,41.03,-0.5074,8837440.05,2390.83,29.95,1829.17,246.88,25.48,Ricker,-9.15,16.8,v3,Survey_C,1511,2352646.49827465,
LINE-3,140,1516.04,74430.50785220515,34.1,0.6996,22079991.49,2341.37,72.22,3783.26,222.66,26.57,Ricker,-5.66,-16.36,,Survey_B,1577,2612,
LINE-3,141,ERROR,-799.41,13.56,0.9036,17827579.18,2307.98,N/A,4462.61,32830.72318452017,9.69,Ormsby,0.27,-18.61,,Survey_A,1827,2201,45.46
LINE-3,,3670.41,-786.77,21.04,0.7745,9672983.76,1685.63,28.0,7140.27,176.71,22.25,Ricker,-1.11,-16.95,v2,Survey_A,1005,2484,49.4
LINE-3,143,1836.31,-574.59,15129.804549197319,0.5212,17956965.25,2829.72,96.44,,168.69,2.61,Klauder,6.9,6.77,v2,Survey_A,1073,2680,13.5
LINE-3,144,2670.1,-358.57,43.64,-0.306,17696809.1,1905.55,26.02,6239.15,30726.075360484778,26.31,Ricker,-0.51,12140.517912697049,v2,Survey_C,1742,2910,39.82
LINE-3,145,4981.69,571.28,41.08,0.8993,13618155.29,3536.91,59.57,945.52,XYZ,,Ormsby,4.8,XYZ,v1,Survey_A,1445,2634,NULL
,146,3666.4,583.41,50.11,-0.8739,23439615.14,2357.1,96.33,6431.78,49.21,16.64,Klauder,-2.11,10.85,v3,Survey_A,1314,2176,37.67
LINE-3,147,3565.93,-694.4,54.76,0.4792,21828617.02,2997.91,39.49,8577.97,85.54,18.24,Ricker,6.85,3.72,v1,Survey_A,110681.22371717851,2507,44.06
LINE-3,60878.46748664547,2106.91,,33.36,,9694786190.054138,3210.28,57.4,5562.71,331.71,22.68,Ormsby,-1.21,-18.27,v2,Survey_C,1170,2677,31.62
LINE-3,149,4102.48,194.69,,0.3571,17124336.94,4218.98,N/A,3874.08,107.81,27.44,Ormsby,-8.94,-5.71,v2,Survey_B,XYZ,2282,29.79
LINE-3,,NULL,-561.82,46.49,-808.2368811467082,15049461.09,4899.13,60.37,156.17,62.56,1.2,Ormsby,-5.55,,v1,Survey_B,1644,2713,47.0
LINE-3,151,4595.66,,21.61,0.6289,18318948.14,,15054.249171963584,9156.81,271.39,18.93,,2553.74837256516,14.06,v2,Survey_A,1054,2273,35.03
LINE-3,152,4103.16,-743.59,17.22,0.4449,8990600.58,3866.87,20.12,434976.42642960045,348.86,21.21,Ricker,,0.78,v3,Survey_B,1317,2309,27.91
LINE-3,153,1264.64,-800.3,15.02,-0.754,8690696.29,2406.33,75.07,8819.84,,1.17,Ricker,-6.92,7.14,v2,Survey_A,1866,2324,46.71
LINE-3,104699.3128702345,1550.99,960.64,26.61,0.3845,23276588.72,4626.83,17.08,5865.44,95.27,19.24,Klauder,9.62,XYZ,v1,Survey_C,,2743,11.85
LINE-3,155,1307.56,829.18,12.12,XYZ,21683892.98,3263.34,75.7,6672.58,319.58,4.43,Ormsby,-7.57,NULL,v2,Survey_C,1351,2187,26.75
LINE-3,156,2202.92,-530.0,31.86,-0.2919,21822232.69,4208.44,17.56,951.23,162.65,23.35,Ormsby,5.49,-11.46,v1,Survey_A,1214,2925,17.5
LINE-3,157,2812.37,488.36,25.62,-0.3382,5218080.11,3418.78,53.73,6252.29,285.82,29.58,Ormsby,,NULL,v1,Survey_A,1818,2947,24.67
LINE-3,158,3491.74,254.4,14.1,-0.348,17156130.23,4991.37,86.63,4231.09,64.91,18.62,Klauder,5.17,-9.04,v3,Survey_A,1803,2616,22.54
,74244.71021707756,1224899.4673483588,-180.91,40.96,0.2195,7803470.89,3224.98,28.99,2678.01,291.81,22.18,Ricker,-1.38,NULL,v3,Survey_C,,2356,23.22
LINE-3,160,2980.32,268.44,48.03,0.6846,ERROR,4990.28,19.51,7466.15,193895.6946942237,9.18,Ormsby,-5.61,-11.81,v1,Survey_B,1811,2371,24299.087880675965
LINE-3,,NULL,-564.17,15.24,0.7368,14968531.47,4159.0,62.54,7033.42,10.24,2.26,Ricker,0.49,10.4,v2,Survey_B,1538,2982,37.82
,NULL,845603.7851234049,-677.37,54.5,0.0906,11752489.81,2826.49,93.85,8330.41,171.75,NULL,Ricker,-1.07,ERROR,,Survey_A,,2845,20.02
LINE-3,158439.38852611693,1704.01,768.82,48.97,-0.5966,13245090.49,1845.1,,6215.07,342.97,2.99,Ormsby,-0.63,286.3914972543479,v1,Survey_A,1514,2418,21.61
,164,2365.15,-107.81,41.93,NULL,,3509.67,77.56,1428.3,193.07,2.99,Klauder,-6.5,-12.45,v3,Survey_A,1527,2644,48.61
LINE-3,165,1322954.8891145524,-146.0,32.43,0.3789,7775192.95,1558.09,,4304.77,76.29,0.21,Ormsby,-7.28,14.55,v2,Survey_C,1299,2251,47.62
LINE-3,166,4231.27,-963.56,,-0.6488,9165557.45,2536.34,66.41,5037.17,N/A,N/A,Ormsby,-3.56,8.76,v3,Survey_A,1462,2812,43.87
LINE-3,ERROR,4160.3,582.87,48.68,0.3606,12642304.55,2439.06,18.98,9446.44,352.15,10.45,Ricker,3.85,,v3,Survey_C,,2727,17.3
LINE-3,168,1891.51,-713.43,49.47,-0.2344,15808048.19,2518.16,28.1,6151.8,357.17,7.98,Ormsby,-1.26,-10.09,v3,Survey_B,1956,2414,
,169,NULL,-734.24,27.85,0.5042,22170618.42,3827.94,92.86,2212.27,129.4,,Ricker,6.22,-9.33,v2,Survey_A,1830,2024,40.58
LINE-3,170,1304.74,-483.39,15.15,0.673,15338735.06,1799.43,30.41,3556.67,N/A,12.25,Ormsby,9.12,6.85,v1,,1538,2957,27.16
LINE-3,171,3721.74,-258.38,37.06,0.5743,11409718.39,4685.33,63.05,9376.58,45.09,17.04,,ERROR,ERROR,v2,Survey_B,1329,2004836.6465693426,46.53
LINE-3,172,NULL,-88.44,NULL,0.4112,14221674.11,2328.35,40.56,7542.84,11.15,1.26,Klauder,-5.55,-9.79,v2,Survey_B,1210,2259,35.21
LINE-3,173,,ERROR,17.49,-0.5625,6106272318.367353,2633.94,42.29,4154.51,184.64,5.24,Klauder,7.43,14.66,v2,Survey_A,1279,2893,46.52
LINE-3,174,2082.6,-886.2,37.95,NULL,17185184.42,2607.46,23.14,9038.73,78.49,28.49,Ormsby,4.64,1.51,v3,Survey_A,1822,2920,36.55
LINE-3,175,3937.9,-902.07,21.04,0.3105,23261346.75,4368.72,71.42,6128.39,163.84,14.73,Ricker,2.06,ERROR,v1,Survey_B,1580,1666763.3383676491,47.1
LINE-3,176,3725.9,26118.148379687544,35.08,,16832866.48,1529.82,38.28,ERROR,10.85,6.57,Klauder,5.75,4.9,v1,Survey_C,1366,2118,38.75
LINE-3,177,1507.48,479.34,,0.4773,13438640.19,3498.61,20.81,3325839.4492357783,291.83,29.54,,,14.19,v2,Survey_C,1247,2929,46.25
LINE-3,ERROR,3013.32,-407.56,25.08,-0.0801,22774607.81,N/A,32.07,5992782.030060218,219.58,24.67,Klauder,XYZ,10.75,v2,Survey_C,,2788,26.45
LINE-3,179,1887.11,,28.79,0.2737,16796066.22,3845.99,55.65,9629.45,205.16,13.8,Ormsby,6.8,18.05,v2,Survey_B,XYZ,1257165.5156287472,22.57
LINE-3,180,,NULL,,-0.9683,19602239.6,4909.53,71.63,,19.73,13.42,Ormsby,9.47,9.86,v1,Survey_A,1200,2238,20.18
LINE-3,181,4712.18,-99.18,43.69,-0.661,11423619.69,3969.47,51.96,9713.57,N/A,,Ricker,2060.717140925381,-9.14,v3,Survey_B,1042,1488037.1941374892,
LINE-3,182,266784.2397992242,-161.23,6154.283189704432,0.5942,8152596.19,2673.03,66.58,8540.99,14.57,N/A,Ricker,0.75,ERROR,v2,Survey_A,1213,2053,41.69
LINE-3,183,2448.9,-946.05,12.26,-0.2877,12515967.27,1761.08,34.46,7438.3,20.07,28.0,Ricker,ERROR,7.2,v2,Survey_A,1500,2721,48.17
LINE-3,184,1730.57,-656.29,58.71,N/A,10972919.98,2532.08,49.79,,88.44,11.75,,-7.97,15.81,v2,Survey_B,1714,2011,33.13
LINE-3,185,ERROR,375.18,28.45,-0.9027,19435532.33,,,XYZ,186.47,10.93,Ormsby,-6.84,-1.32,v2,Survey_C,1558,2334,28.65
LINE-3,186,1241.84,913.92,34.59,-0.4812,12666448.3,4868.44,61.8,7224.05,26.98,11.39,Ricker,-0.93,-10.87,v2,Survey_B,1613,2963,20.33
LINE-3,N/A,2358.01,,53.92,0.3686,18880555.46,399218.9242729608,85.26,4042.72,185.8,0.2,Ricker,5.59,10.46,v1,,1910,2498,12.73
LINE-3,188,2042.5,-261139.03270268498,17.31,-0.7498,18876717.28,4126.77,46.91,1326.55,286.77,2.02,Ricker,0.39,-10.93,v2,Survey_C,1624,ERROR,41.68
LINE-3,189,4678.25,956542.2402543117,12.92,-0.1043,,3731.24,14.7,957.96,302.1,20.8,Ormsby,-3.95,0.61,v2,Survey_A,1826,2834,XYZ
LINE-3,190,3731.32,208.88,41.67,0.2987,21616258.42,3063.32,19.99,7408.66,102.68,7.59,Ricker,2.43,-6.05,v3,Survey_C,1464,2504,36.18
LINE-3,191,1231304.7586207567,520.43,55.97,-0.6274,15542808.18,2088.57,36.04,7307.52,247.33,7.14,Klauder,-8.67,11.07,v3,Survey_B,232022.76384662456,2294,32.45
LINE-3,192,2460.43,-347.76,11.96,-0.8202,14851187.38,1972.4,57.19,6677.47,NULL,16.66,Ricker,6.84,11.92,v2,Survey_B,1471,2110,32.08
LINE-3,193,N/A,252.41,30.79,0.3903,13849209.79,1601.94,13466.568650084606,2609.37,100.98,15.53,Ricker,8.53,16.89,v1,Survey_A,1738,,26.86
LINE-3,194,1918.32,342.34,27.85,-0.6604,23025977.32,4700.95,71.72,2048.53,270.12,11.1,Ricker,1.52,19.3,v1,Survey_A,1346,2693,22.03
LINE-3,195,2784.46,403.32,35.77,-0.6843,ERROR,4142.54,97.14,772.7,,29.97,Ricker,8.11,18.88,v3,Survey_C,1646,2080,14.04
LINE-3,196,1111.84,-714.66,16.6,,10728352.41,1915.83,,6746.86,145.83,N/A,Klauder,-3.3,,v2,Survey_C,1960,2218,48.75
LINE-3,197,1113.37,-821.6,44.37,0.7374,12979886587.76835,4666.35,22420.014018278987,8563.38,110.1,1.61,Ricker,-0.07,-13.65,v3,Survey_A,1594,2092,46.11
LINE-3,198,3839.12,516.96,8543.61872462235,0.3517,18772681.46,2051.0,ERROR,1038.68,67.32,8.9,,7.67,5.74,v3,Survey_B,1282,2535,
LINE-3,199,3889.01,-153558.37331703346,16.84,0.1299,20402448.85,2819.55,46.17,5887.49,201.2,ERROR,Ricker,-7.94,-18.12,v3,Survey_B,1031,1522397.2880401013,40.06
LINE-3,200,2322.88,105.69,23.73,-0.1459,14188211.49,1632.55,9527.890310891744,,205356.45737870646,8.12,Klauder,-1.68,0.02,v3,Survey_A,1910,2390,16.66
LINE-3,201,3239.15,120.81,26.78,0.6508,10406407.29,3187135.0749581177,48.29,6920.09,2.06,NULL,Klauder,-6.41,-14.02,v2,Survey_B,1897,2422,NULL
LINE-3,,2807.99,-459.53,18.02,0.898,5706845.44,3277.59,32.57,7398.93,153.75,11.52,Ormsby,-8.83,-8.01,v1,Survey_C,1267,2073,1739.9505582098425
LINE-3,203,2080.06,-306.27,53.82,-0.9041,24503892.47,2553.71,77.48,3308.72,242.33,12.1,Ormsby,4.68,3.26,v2,Survey_B,1870,2453,45.26
LINE-3,204,2666.86,393.78,58.47,-0.3487,7156665.55,4454.9,30.36,1307.53,,5.96,,-5.39,7.62,v1,Survey_C,1893,2033895.9387453927,17.3
LINE-3,205,3856.37,-656.79,53.15,0.7062,,1991.24,14.96,3224.76,247.5,10.07,Ormsby,-5.57,-17.6,v3,Survey_C,1277,ERROR,39.83
LINE-3,NULL,4708.69,-611.1,59.91,0.9218,,2611.78,12.78,,298.97,9.6,,-8.23,-10.57,v1,Survey_B,1062,2367,10.31
LINE-3,207,2488.86,-406.12,21.01,0.1669,11481507.23,2567.38,11.11,6743.61,167.22,5.18,Ricker,4.71,2.48,v1,Survey_C,1474,,23.95
LINE-3,208,1553.56,528.21,N/A,0.597,5850628.73,3436.63,55.21,8554.6,250.28,23.6,Ormsby,9.25,-12.7,v3,Survey_C,1318,2976,43.28
LINE-3,209,3795.24,-55.32,45.61,-0.0685,14742959.08,3592.2,,5024.43,119.17,21.83,Klauder,-111.13377338195018,16.91,v3,Survey_B,XYZ,2432,48.37
LINE-3,210,N/A,-708.6,40.47,-0.5426,20530443.88,4619.41,41.17,1780.17,NULL,4.94,Klauder,9.77,,v1,Survey_C,1219,1708839.8334762224,16.81
,211,2976.46,681.58,26.48,0.0007,10474486.95,4604.55,9057.3873853434,7740.22,23.32,N/A,Ormsby,,8.33,v3,Survey_A,1888,2248,41.78
LINE-3,212,,-635.73,25.67,0.0245,17526467.14,4117.68,95.51,7925.58,252.04,8.48,Klauder,3.94,-7.23,v2,Survey_C,1889,2296,38.14
LINE-3,213,2608.58,543.4,39.07,-0.3402,11718872.75,2309.46,60.27,5584.67,344.8,2.11,Ormsby,-5.5,2.72,v1,,1026,2450,44.08
LINE-3,214,3233.87,943130.0941561237,44.03,0.5676,11912209.47,2518.75,99.68,104.82,120.3,1.05,Ormsby,-2.1,,v1,Survey_B,1967,2213,19.65
LINE-3,215,3581.81,49.62,38.63,0.5312,7869116.48,1845.17,92.96,6227.75,247.26,24.69,Ormsby,-8.52,-0.45,v1,Survey_B,,2078,13.66
LINE-3,131756.8431468471,1602.9,-277.38,52.7,-0.3304,,2808.46,69.71,720.51,245.09,8.91,Klauder,-3.87,4.42,v3,Survey_A,1521,2697,40.51
LINE-3,217,NULL,-386.22,53.16,-0.4025,8147185.51,3348.03,93.89,2233.54,340.98,5.34,Ricker,9.11,1.81,v3,Survey_C,1955,2705,29.26
LINE-3,218,3819.92,281.86,51.85,-0.4515,12834689.77,3894.76,21.15,ERROR,296.89,12.18,Ormsby,-1.34,14.46,v2,Survey_C,1712,2949,48935.66491201851
,219,2908.51,-151.52,41.08,0.2165,13008136.05,1689.85,57.05,5160.13,317.47,26.24,Klauder,5.3,-6.14,v3,Survey_C,1619,2068,15.32
LINE-3,107059.71243577328,3761.66,-338613.7740455122,27.21,-0.3415,6935946.05,3408.1,30.08,9785.67,303.68,14.71,Ormsby,4.02,-0.14,v1,Survey_B,1093,2406,44.68
LINE-3,221,4611.6,,44.02,-30.99615586142673,21721412.9,3031.3,N/A,618088.5050582066,240.44,6.59,,-0.89,17.77,v3,Survey_B,1837,2185,35.67
LINE-3,222,3934.48,-78.63,23.18,,5534303176.9523945,4537.9,28.27,8796.05,316.7,4.44,Ricker,-4.51,-12.88,v1,Survey_B,1579,2091,39.86
LINE-3,ERROR,3922.15,223.02,31.96,-0.6956,,1912.23,58.81,9084.94,339.06,7.28,Klauder,-5.84,-7.18,v3,Survey_B,1808,2983,43.46
LINE-3,224,3063.9,NULL,53.7,0.1075,19142314.87,4928.84,52.22,6182.89,256.08,4.97,Ormsby,XYZ,-6.24,,Survey_A,1192,,26.74
LINE-3,225,3459.07,-845.8,57.27,0.0909,18224865.72,4651.98,81.07,827.77,202.17,19094.9315508958,Ricker,3.48,-10.83,v1,Survey_B,1264,2567,30.32
LINE-3,226,4460.56,-578076.0595205213,17149.808384633685,0.9325,10192159.7,4979.37,64.65,293.16,162.81,19.85,Ormsby,-0.14,2.08,v1,Survey_A,346948.1742671496,2928,10.49
LINE-3,227,2076.98,758.2,25.28,0.854,XYZ,4673.5,64.17,9171.43,88.05,21.85,Ricker,8.9,-15991.728515103854,v3,Survey_C,1916,2912,38.62
LINE-3,228,1544.27,-883.28,21.68,0.3541,19149185.46,3461.42,17.47,4654421.814914852,23.02,12.62,Ormsby,1.66,19.29,v1,Survey_A,1979,1407761.1315464268,18.53
LINE-3,229,3446.16,515.45,52.65,-0.1868,22986142.3,2368.37,23.28,4756.87,NULL,5.48,Klauder,5.23,-15.78,v3,Survey_C,1620334.8010793326,2251,26.26
LINE-3,230,3705.9,-907.39,26.71,0.8906,N/A,2967.12,58.09,4941.41,,17.21,Ricker,1.11,17.12,v3,Survey_B,XYZ,2392,27.05
LINE-3,231,4695.4,-655.25,47.95,0.3204,10782570.85,2432.35,97.61,1341.59,255.12,8.95,Klauder,-469.6664844130276,-18.57,v1,Survey_A,1169,2749,42.88
LINE-3,232,2412.51,-859.15,41.81,0.7616,11191773.3,2062.25,59.52,1772.08,195.91,26.08,Ricker,-10.0,-0.55,v2,Survey_A,1755,2570,47.46
LINE-3,233,ERROR,466171.0232042211,16.92,ERROR,17692747482.017746,1652.16,22.41,174.9,219.78,14.21,Ricker,2.87,4.18,v3,Survey_B,391790.0894076618,NULL,N/A
LINE-3,234,769653.7042237215,-721.62,27.06,-0.0181,11639266.58,2427.57,79.27,7495.9,183.38,29.28,Klauder,-5.11,9.68,,Survey_B,1552,,38.53
LINE-3,235,2594.96,-933.65,20.07,-0.4043,24004298.84,4928.35,56.77,5166.79,254.17,24.98,Ricker,,14.7,v1,Survey_A,1682,2656,46.59
LINE-3,N/A,3041.32,3438.504383719019,32.84,,13758425.2,1989.78,41.52,4585.07,273.9,27.04,Ormsby,2.2,-10.18,v2,Survey_B,ERROR,2946,20.5
,88569.80095840564,4923.87,832.42,34.08,0.7376,10103020.08,2869.55,99.99,6463.32,337865.044033503,6.66,Klauder,3.53,-14.91,v2,Survey_C,1760,2786,47.7
LINE-3,238,1557.01,991.63,ERROR,93.14386897371573,7907553.65,2322.42,86.24,7242.1,158.47,17.56,Ormsby,-6.39,-13.1,v3,Survey_C,1602,2633,43.41
LINE-3,239,NULL,216.97,47.39,-0.3149,18967314.82,2069.26,,1508.96,ERROR,11.2,Klauder,-2.02,3.11,v2,Survey_C,1225,,20.46
LINE-3,240,1306.99,-81.25,58.19,0.2573,12846623.8,613026.4057240433,47.32,612.76,259.0,16.6,Ricker,8.75,6.05,v2,Survey_C,1768,2720,36.95
LINE-3,241,4409.97,-525.34,44.08,0.8989,20755330.04,4097.5,89.6,3638.93,222.05,11.7,Ricker,-4.49,2.02,v1,Survey_B,1738,2551,14.93
LINE-3,242,3170.44,-448.1,30.85,NULL,,4719.14,17.51,944.59,6.71,14.47,Klauder,0.68,2.37,v1,Survey_A,1768,2776,24.2
LINE-3,243,1130.08,467.09,52.51,0.8257,5469043.33,,21.92,1188.44,327.42,22.35,Ormsby,-4446.163200636428,7.32,v3,Survey_A,1642,2943,28.62
LINE-3,244,ERROR,-267.91,XYZ,-0.0118,7282579.63,,92.36,,286.04,12.13,Ormsby,-1.82,2.32,v2,,1266,2004,45.64
LINE-3,245,1555.53,-967.01,58.76,0.2627,15137241.11,4260.58,45.11,6512.46,185.77,4.43,Ormsby,3.23,8.84,,Survey_B,NULL,2334,12.51
LINE-3,246,XYZ,184.31,15.04,-0.0592,5699226.44,2377.25,65.43,4508.39,248.87,0.56,Klauder,2.66,9.93,v1,Survey_B,1705,2467,27.64
LINE-3,247,1324.29,-579.58,53.86,,16986625.86,4274.05,19603.150249452687,6584.35,128.78,18.48,Klauder,2435.8806771780405,11.77,v2,Survey_C,,2535,35.1
LINE-3,248,1139.45,-501.15,22.33,-0.4835,18733357284.551884,2378.19,56.45,4155.38,329.87,25.53,Ricker,NULL,-11.23,v3,Survey_A,1348,2948,13.01
LINE-3,249,125075.34309137608,-70.53,56.86,0.1053,8564990.51,1688.51,21.92,4743.97,,16.03,Klauder,4.9,12.77,v1,Survey_A,1063,2745,
LINE-3,250,4583.97,684.63,52.29,-0.5141,24801374.53,1550.99,,3869.16,94.4,15.05,Klauder,4.45,14.06,v1,Survey_B,1690,2035,44.52
LINE-3,251,4266.54,351.31,35.33,,22643503.79,2858.32,45.38,1039.71,142.72,25.91,,-9.9,-338.2717104737051,v1,Survey_C,1658,2414,N/A
LINE-3,252,1164.5,499.35,58.28,-0.4933,10714037.46,2477.57,,9711.26,,XYZ,Ricker,-2.28,-14.41,v1,,1564,2812,10.75
LINE-3,253,270799.515704223,-666.87,18.53,-0.665,13765635.28,,XYZ,7598.08,177.17,,Klauder,-3.35,12.89,v1,Survey_B,1903,,39.2
LINE-3,254,4584.0,730.47,NULL,-0.1711,21077045.4,3800.73,61.5,,354.66,8778.767038030368,Klauder,-434.0078856868869,-9.69,v3,Survey_B,1715114.0145852654,2510,37.86
LINE-3,255,3756.95,-43.47,N/A,0.4337,7963972.12,4962.54,92.64,8597.11,16.7,16.4,Ricker,1.79,-1783.3889772744258,v3,,1870,2640,16.72
LINE-3,256,3059.06,-216489.8482033322,40.68,-0.9041,18834727.6,1774.56,56.71,9375.98,179.27,14.18,Ormsby,,,v2,Survey_B,1584,2063,24.49
LINE-3,257,3509.46,-660.43,52.01,0.7386,5978260.11,1575.47,13.47,6066.95,,11.32,Ormsby,2.2,12.57,v3,Survey_A,1615,2082,30.58
LINE-3,258,2194.87,400.64,41.65,537.3466247605787,20275976.83,3004.16,NULL,4307.49,296.23,26.52,Ormsby,6.97,3.53,v2,Survey_B,1488,2855,
LINE-3,,1520.78,-839.81,32.24,-0.4225,22727823.35,3246.44,13.68,2540.27,280.89,23.44,Ormsby,NULL,8.71,v3,Survey_C,1414,2266,30.54
,260,3923.57,62.9,48.89,-0.6922,21601495.1,,68.23,7537.81,308.26,23.53,Ricker,3.33,0.35,v3,Survey_A,1429,2953,20.01
,261,1708.18,,27.56,0.8909,14483780.12,4831.86,57.4,8697.57,81.09,26.99,Klauder,2.57,-17.63,v2,Survey_C,1967,2439,39.63
LINE-3,262,2751.93,-517.41,31.7,XYZ,24787708.69,N/A,29.11,2665086.915813254,92.93,22.68,Klauder,5.69,1139.8221950033756,v3,Survey_A,1296,ERROR,41.26
LINE-3,263,3064.98,683.94,56.47,-125.8670222742392,6695824.96,2813.05,66.02,3092.59,188.72,4.61,Ricker,4.28,-12.35,v2,Survey_A,1266,2597,44.4
LINE-3,55427.63432156955,,-460.48,22.91,-0.3607,9219386.13,4353.64,60.96,6700.94,319.19,27.44,Klauder,-8.97,19.82,,Survey_C,1564,2237,30.18
LINE-3,265,2808.61,-216.52,10.07,0.8454,15564458.56,2640.87,68.76,3193.2,344.51,0.53,Ormsby,6.48,-14.29,v2,Survey_A,1839,2469,11.18
LINE-3,205084.20603994286,XYZ,-86569.02695376897,39.86,0.7667,24082842.92,XYZ,90.94,,321.39,18.55,Ricker,-3.26,-18.6,v1,Survey_C,1067,2857,41.59
LINE-3,267,4203.88,164.58,48.66,0.2808,22772356.1,2786.96,81.02,59351.145299750795,359.41,5.35,Ricker,3.94,-3.02,v2,Survey_C,1490,2366,17.94
,268,2490.23,-501608.288848674,54.67,0.0634,19115305.15,3170.52,39.94,4116.4,278.49,25.95,Ricker,4.42,-14.47,v3,Survey_B,1350,2367,
LINE-3,269,3237.93,-150.55,48.37,-310.2326230485453,20523207.78,2894.73,28181.955352309877,4369.15,122.47,3.48,Ricker,2.96,-15.9,v1,Survey_B,1189,2394,25.84
LINE-3,270,4212.18,17.6,22.96,,N/A,2047.57,,9531.2,269.87,27.78,Ricker,-2.34,,v3,Survey_C,1935,2168,10.28
LINE-3,271,1939.29,,10.05,-0.9203,5881273.29,4689.58,25.94,1535.31,174.66,,Ormsby,5.61,1.3,v1,Survey_A,1775,2435,35.84
LINE-3,272,4809.6,-254.62,56.12,,11004049.55,3877.07,XYZ,2043.15,315.54,27.97,Ricker,9.56,19.61,v2,Survey_B,1923,2534,32.25
LINE-3,XYZ,2706.55,-207.56,33.28,-0.1273,17631673.59,3002.62,,7223.31,244.99,22.26,Klauder,2.63,16.11,v1,Survey_C,1941,,14.23
LINE-3,274,2781.13,822.08,56.29,-0.5158,23675011.16,3251.7,34.41,9452.21,244.48,6.7,Klauder,,ERROR,v3,Survey_C,1703,,43.09
LINE-3,275,3307.1,,47.16,0.8705,18628201.49,3910.05,60.38,9818.76,290.19,3.94,Ormsby,NULL,7.08,v1,Survey_C,1033,2039,42.59
LINE-3,276,4822.93,N/A,12.73,-0.9609,,N/A,33.43,XYZ,72.86,24.56,Ormsby,-7.51,,v3,Survey_C,1322,2211,48.96
LINE-3,277,3324.8,787.21,16.25,-0.3291,9437072781.437626,4617.12,82.61,3097298.912389258,18.78,11.15,Ormsby,-2.11,-16.03,,Survey_A,1198,2851,22.37
LINE-3,278,3408.01,294.66,44.66,0.9499,17999469.66,2530.05,46.16,289.15,218.36,27.43,Ormsby,4.79,13.94,v1,Survey_C,1450,2197,47.88
LINE-3,279,4465.03,-658.82,34.06,0.8688,13580520.78,1695722.1028960228,35.0,3265.98,231.91,16.09,Ricker,-2.6,12.34,v2,Survey_C,XYZ,2970,37.16
,280,4605.52,513.02,33.24,-0.8095,4193976226.04759,,21.85,4349.45,130.61,15.34,Ricker,,-6.25,v1,Survey_B,1988,2645,47.29
LINE-3,281,4593.09,393.54,35.74,-0.5413,NULL,4989.83,37.34,3783.34,N/A,12.09,Klauder,-1.63,-18.62,v1,,1584,2283,34.57
LINE-3,282,3545.94,,33.03,-0.634,13970707.07,4399.01,33.86,3640.83,NULL,24.44,Klauder,3.49,-12.48,,Survey_A,1461,2430,33.43
LINE-3,283,3024.73,ERROR,10.24,0.9589,5737782.9,4979.12,70.68,730.23,193.87,2363.0639687670264,Klauder,-6.2,7.77,v2,Survey_C,1080,2911,18.13
LINE-3,XYZ,3773.76,-611.84,,N/A,NULL,3933.8,94.86,5046.32,,19.13,Klauder,6.88,12.14,v2,,1496,2950,34.25
LINE-3,285,N/A,549.54,37.77,-0.0253,9773006.16,3952.16,39.79,6631.49,144.97,23.93,Klauder,-3.53,19.42,v1,Survey_A,1616,2074,39.98
LINE-3,286,4792.97,,29.73,,10794059.23,1928.65,21.26,9533.57,296.43,4.6,Klauder,,2.53,v3,Survey_B,1850,2989,32.63
LINE-3,287,N/A,701.1,36.39,-0.8074,16065050.76,2282.07,52.6,8241.49,42.66,N/A,Klauder,-9.82,11.63,v2,Survey_B,1071,2373,N/A
