well_id,date,measured_depth_m,mud_weight_ppg,rop_m_per_hr,borehole_diameter_in,fluid_loss_rate_ml_per_min,pump_pressure_psi,bit_type,operator_name,rig_id,drilling_fluid_type,wellhead_pressure_psi,formation_pressure_psi,wob_kN,rpm,torque_ft_lbs,standpipe_pressure_psi,direction_azimuth_deg,inclination_deg
WELL-1002,2011-11-24,4373,9.99,7.13,10.29,21.42,4084.89,Diamond Impregnated,Schlumberger,RIG-2,WBM,2159.61,4340.67,129.75,,5817.56,N/A,15.44,72.79
WELL-1002,2011-11-25,4373,8.88,2598.992926690316,11.82,3.28,2370.42,PDC,Weatherford,RIG-2,WBM,2708.23,3507.67,97.47,196.6,5832.78,2757.93,343.5,37.63
WELL-1002,2011-11-26,XYZ,,17.25,10.74,5.94,929.34,Diamond Impregnated,Baker Hughes,RIG-2,OBM,1234.71,3219.65,138.67,67.55,3287.27,2243.89,136.73,27.54
WELL-1002,2011-11-27,,9.13,19.13,8.87,5.07,4830.74,PDC,Schlumberger,RIG-5,,2478.92,4403.25,148.21,155.33,9073.81,ERROR,325.1,19.89
WELL-1002,2011-11-28,4373,10.89,22.03,NULL,14.22,3878.02,Roller Cone,Nabors,RIG-1,OBM,2930.09,5857.42,69.63,N/A,1201743.5966105266,773.68,74.7,70.15
WELL-1002,2011-11-29,4373,9.33,,10.75,37.46,4514.83,Diamond Impregnated,Baker Hughes,RIG-1,SOBM,2230.9,3351.41,128.68,71.76,1548.37,897.71,12.09,25.91
WELL-1002,2011-11-30,,,12.25,10.92,12.81,4768.2,Diamond Impregnated,Baker Hughes,RIG-2,OBM,2442.94,5824.11,124.37,175.33,9098.03,3033.09,122.78,49.5
WELL-1002,2011-12-01,4373,9.69,16.39,10.37,5.99,357412.51815459586,Diamond Impregnated,Halliburton,RIG-4,WBM,1600.43,3512.41,36.21,74.81,4659.6,2985.85,344.15,48.2
WELL-1002,2011-12-02,4373,8.79,6.28,10.42,3.03,,PDC,Baker Hughes,RIG-1,OBM,2765.59,4304.35,157.4,53.95,7509249.971350622,778.64,221.84,10.24
WELL-1002,2011-12-03,4373,11.22,17.15,10.2,28.64,2635.44,Roller Cone,,RIG-1,SOBM,1262.96,4305.15,91.43,124.75,7151.15,2416.93,240.06,8.04
WELL-1002,2011-12-04,4373,10.25,22.31,10.04,16.12,N/A,Roller Cone,Baker Hughes,RIG-4,,,5858.36,N/A,87.06,5763.61,,313.2,70.04
WELL-1002,2011-12-05,4373,NULL,15.64,9.06,3.67,3448.28,Diamond Impregnated,Schlumberger,RIG-4,SOBM,1531.03,3560.17,ERROR,57.98,283.84,ERROR,,48.19
WELL-1002,2011-12-06,4373,9.7,21.75,10.41,4.44,3283.66,Roller Cone,Nabors,RIG-1,SOBM,2754.58,4051.87,,107.42,8020.74,2052.87,237.63,41.08
WELL-1002,2011-12-07,NULL,8.97,26.66,9.61,NULL,2765.87,Diamond Impregnated,Nabors,RIG-4,SOBM,2323.93,2302.71,21.76,89.72,4909.57,3596.2,265.33,
WELL-1002,2011-12-08,4373,9.25,XYZ,ERROR,16.99,3701.56,Roller Cone,Halliburton,RIG-2,OBM,1802.63,4621.67,97.52,197.66,7352.77,1232.05,164.6,73.36
WELL-1002,2011-12-09,N/A,9.9,27.13,10.46,42.28,2222.42,Diamond Impregnated,Nabors,RIG-5,OBM,2569.04,3107.28,154.19,152.46,3095.98,4958.79,202.92,62.62
WELL-1002,2011-12-10,4373,6825.859485178927,6.52,11.07,XYZ,2753505.4704060755,Diamond Impregnated,Halliburton,RIG-1,OBM,1236.39,4320.77,57.02,198.7,6036.99,2437.22,108.83,25.44
WELL-1002,2011-12-11,4373,10.86,29.68,10.38,14.1,1472986.9000169942,Diamond Impregnated,Halliburton,RIG-4,OBM,1990.08,5692.53,33.51,123.13,1619.22,1268.32,280.19,25.96
WELL-1002,2011-12-12,4373,11.19,15.59,9.0,40.51,3191.5,Diamond Impregnated,Baker Hughes,RIG-5,WBM,1284.99,2335.7,114.89,81.63,7426.36,4428.64,,29.99
WELL-1002,2011-12-13,4373,11.31,6.11,9.72,0.21,,Roller Cone,Halliburton,RIG-4,WBM,1919.83,5058.37,95.18,,5616242.348851268,3516.31,183.07,78.54
WELL-1002,2011-12-14,4373,11.51,11.43,8.56,13.65,2503.44,Roller Cone,Schlumberger,RIG-1,WBM,,1150618.5699229392,65.38,139.91,1572.42,2293931.1826317883,56.27,78.71
WELL-1002,2011-12-15,4373,10.87,,10.96,2.64,2272.75,Roller Cone,Weatherford,RIG-4,SOBM,1477.9,5306.83,103.4,199.14,3725.75,3901.43,,30.14
WELL-1002,2011-12-16,4373,9.15,XYZ,11.31,30.19,,Diamond Impregnated,Baker Hughes,RIG-5,WBM,1356.22,2223.53,144.84,148.06,9241.17,818.29,266.81,XYZ
WELL-1002,2011-12-17,4373,10.63,6.34,9.72,19.7,3709.91,Roller Cone,Baker Hughes,RIG-1,OBM,2344.7,5945.55,61.09,99.4,8827.38,760535.2329706205,163935.57759337817,76.13
WELL-1002,2011-12-18,2042080.9350576974,9.51,6.87,10.71,2.94,2540.03,PDC,Nabors,RIG-1,SOBM,2657.47,2044.01,194.36,162.93,4037.38,3634.98,76.77,6.84
WELL-1002,2011-12-19,4223816.461377937,10.57,20.32,11.48,25.57,,PDC,Schlumberger,RIG-3,OBM,2833.99,4047.43,180.07,144.39,6622.63,2249.96,27.19,80.83
WELL-1002,2011-12-20,4373,11.27,13.91,9.29,44.77,4048.34,Roller Cone,Baker Hughes,RIG-1,,1185.54,2138.5,28774.96032826054,168.53,N/A,3259.93,28.54,15.54
WELL-1002,2011-12-21,4373,10.91,18.07,11.1,42.62,2402.38,Roller Cone,Schlumberger,RIG-3,OBM,1675.74,5040.75,86.64,,8455.67,2443.3,,12.38
WELL-1002,2011-12-22,4373,8.94,,10.15,3.52,4616.25,Roller Cone,Nabors,RIG-5,WBM,1820.06,3267.81,23.78,118.25,5951.79,3512.13,346.31,42.88
WELL-1002,2011-12-23,4373,6828.688961744331,11.3,10.61,46.91,1951.48,Diamond Impregnated,Nabors,RIG-1,WBM,1319.32,4744.03,125.65,97.7,7741.44,3715.85,320.87,83.23
WELL-1002,2011-12-24,NULL,9.88,19.96,3429.445939270986,0.57,3219.17,,Weatherford,RIG-4,WBM,2616.59,3005.11,11.68,181.52,3664.51,4545.4,58311.88020486264,13.49
WELL-1002,2011-12-25,4373,9.61,21.08,9.24,47.26,1468.27,PDC,Nabors,RIG-4,SOBM,1982.75,3227.35,191.94,58288.034546770556,2351.42,4457.88,40.79,16.03
WELL-1002,2011-12-26,4373,10.64,26.97,10.37,38.97,1805.78,Diamond Impregnated,Schlumberger,RIG-1,WBM,1386.73,5093.43,79.12,63.78,8403.81,NULL,145.01,9.55
WELL-1002,2011-12-27,4373,10.03,12.05,7620.380365644966,6.66,1900.31,PDC,Weatherford,RIG-1,SOBM,ERROR,3154.03,31.63,110.26,NULL,4975.95,28.15,48.65
WELL-1002,2011-12-28,4373,10.01,8.46,10.2,26.21,4135.99,PDC,Weatherford,RIG-5,WBM,2789.73,2467.56,36.06,138.86,6402.63,1238.73,26.19,19.46
WELL-1002,2011-12-29,4373,,16.63,10.37,1.33,671.84,PDC,Halliburton,RIG-3,SOBM,2928.69,2909.24,108.04,51422.78270282955,577.22,4132.91,276.6,17523.804200391496
WELL-1002,2011-12-30,XYZ,11.01,18.39,NULL,41.6,4672.85,Diamond Impregnated,Weatherford,RIG-1,OBM,1576.72,4625.69,,63.13,6666.26,3913.11,20.85,
WELL-1002,2011-12-31,4373,9.11,23.45,9.03,,,Roller Cone,Baker Hughes,RIG-4,OBM,2955.59,5908.47,68.05,188.82,6811.97,951.28,268.94,10.55
WELL-1002,2012-01-01,4373,9.57,15.37,9.03,48.33,909.86,PDC,,RIG-3,,2871.06,2910.01,95.32,144.35,415.55,2458.74,331.22,
WELL-1002,2012-01-02,4373,11.57,12.32,3908.2217486351533,40.74,1474.36,Diamond Impregnated,Nabors,RIG-2,OBM,1491.28,,87.31,130.7,9944.51,ERROR,117.9,
WELL-1002,2012-01-03,4373,8.84,11.61,12.25,23.1,2081.32,Diamond Impregnated,Halliburton,RIG-5,WBM,1414.48,2766.43,56.51,74.72,8835.63,2179.41,256.0,2.72
WELL-1002,2012-01-04,4373,9.53,5.18,10.49,15.21,3670.82,PDC,Halliburton,RIG-3,OBM,1551.05,4909.29,,133.9,XYZ,2283.66,66.57,28.57
WELL-1002,2012-01-05,4373,10.0,26.8,9.39,8.28,4241.29,Diamond Impregnated,Weatherford,RIG-2,SOBM,2329.62,5171.07,,61.19,2536.07,4199.47,206.56,
WELL-1002,2012-01-06,4373,8.69,12.29,10.01,28.23,3057.45,PDC,Weatherford,RIG-2,WBM,2252.73,N/A,72.67,52.82,3137.42,4001.57,259.12,12.1
WELL-1002,2012-01-07,4373,9.85,8.93,10.83,11.33,4296.71,Diamond Impregnated,Weatherford,RIG-3,WBM,1050.32,,139.3,67.62,615499.727502236,,275.27,21864.76928435292
WELL-1002,2012-01-08,4373,9.71,20.12,9.0,33.41,1524882.8583406757,Roller Cone,Weatherford,,WBM,1311.5,2992.58,140.06,109.74,3255.74,4815.36,,32.45
WELL-1002,2012-01-09,4373,10.57,5934.252605548349,8.66,42.24,4140.19,Diamond Impregnated,Nabors,RIG-1,SOBM,1326.13,2526245.962727538,77.07,139.35,3019.27,4661.1,102.39,47416.815148835514
WELL-1002,2012-01-10,4373,11.07,9665.96093658415,11.96,22879.927269266536,2650.69,Diamond Impregnated,Baker Hughes,,OBM,1419.54,928573.7433210958,87.84,86.33,4900.77,4520.86,356.69,35.39
WELL-1002,2012-01-11,4373,9.93,26.01,8.7,30.17,1134.96,Roller Cone,Schlumberger,RIG-2,WBM,2428.68,3865.7,170.35,57.06,9733.69,2098.85,114.05,52.55
WELL-1002,2012-01-12,4373,11.02,XYZ,10.89,26.11,4193.67,PDC,Schlumberger,RIG-4,SOBM,2818.45,4126.29,187.69,XYZ,4210.9,4482.95,45.01,85.49
WELL-1002,2012-01-13,4373,8.75,12.92,9.82,11.14,1161.76,PDC,Schlumberger,,OBM,1396.56,5107.15,167.3,155.34,2225.54,3747.12,,37.19
WELL-1002,2012-01-14,,11.63,13.91,9.66,9.28,2731.39,PDC,Baker Hughes,RIG-5,,2574.95,3344.17,57.83,129811.12615122972,9682.7,3975.14,222.81,45.3
WELL-1002,2012-01-15,4212246.705325336,9.79,14.78,ERROR,5.59,3674.72,Roller Cone,Weatherford,RIG-4,SOBM,2750.52,3929.36,108.56,65.22,,2296.48,33.2,58.36
WELL-1002,2012-01-16,4373,5273.4998714053345,13.15,11.84,49.92,2374.26,Roller Cone,Weatherford,RIG-4,SOBM,1934.29,4700540.269719541,27.48,99.99,5613.44,ERROR,206.19,ERROR
WELL-1002,2012-01-17,4373,10.45,20.28,10.23,48.79,1342.98,PDC,Schlumberger,RIG-1,SOBM,1591.94,2494.67,147.7,160.81,3706.87,4021273.107330696,135.94,52.54
WELL-1002,2012-01-18,N/A,3062.2381143969646,7.74,9.32,25.19,4214.15,Diamond Impregnated,Weatherford,RIG-4,SOBM,1173.77,3016.66,188.47,64.39,1541.9,3421.78,324.4,XYZ
WELL-1002,2012-01-19,4373,10.84,23.93,9.44,30.1,3121.25,Diamond Impregnated,Baker Hughes,RIG-4,OBM,1604.26,4465.85,32.41,137.65,4259.58,4036.07,325.44,33.21
WELL-1002,2012-01-20,4373,,25.6,9.33,38.98,3302.76,Diamond Impregnated,Baker Hughes,RIG-4,SOBM,1623.15,2806.59,171.89,69.24,6412.02,3947.1,163.77,17.59
WELL-1002,2012-01-21,4373,10.03,27.42,1769.311062280893,27.26,3374.53,,Baker Hughes,RIG-5,SOBM,680665.4448373363,2926.45,13.28,116.3,5745.8,3504.11,191.59,49.79
WELL-1002,2012-01-22,4373,10.3,15.34,11.0,41.19,1148.62,Roller Cone,Schlumberger,RIG-1,OBM,1505.76,4163.24,101.93,117.68,3478.98,3166.22,210.0,71.17
WELL-1002,2012-01-23,4373,10.22,14.55,10.31,16609.01581890532,4644.59,,Weatherford,RIG-1,OBM,2877.54,2920.25,,106.73,9678.29,1177.67,193.56,51.04
WELL-1002,2012-01-24,N/A,10.56,ERROR,,25.76,3883.78,Diamond Impregnated,Halliburton,RIG-5,WBM,1709.1,2350573.93176101,103.09,114.03,523188.272818163,4866.61,98.85,48.27
WELL-1002,2012-01-25,4373,9.01,29.38,10.55,19.75,682.76,Roller Cone,Schlumberger,RIG-2,SOBM,2691.78,5384.73,191.16,88.31,3723.22,4982.78,175.43,74.3
WELL-1002,2012-01-26,4373,10.04,13.14,1243.9669138564159,XYZ,3658.46,Roller Cone,Halliburton,RIG-1,OBM,2278.53,5988.65,,147.18,9153.7,278547.2539673091,52.67,71.6
WELL-1002,2012-01-27,4373,4253.490181381064,20.67,11.21,40.37,1856576.6323905254,PDC,Nabors,RIG-4,,1580.63,4243.23,147.61,143.89,4896.58,3415.21,82.56,61.68
WELL-1002,2012-01-28,4373,9.05,10.77,11.36,48.56,995.87,Diamond Impregnated,Nabors,RIG-3,SOBM,1419.58,2601.98,159.72,56.31,3124.84,,,
WELL-1002,2012-01-29,4373,9.13,19.2,,,1267.0,Roller Cone,Weatherford,RIG-3,WBM,1368.74,3347.97,86.83,,5740.32,3591.18,300.15,9.06
WELL-1002,2012-01-30,4373,11.84,14.97,10.38,1.04,3673.78,Roller Cone,Nabors,RIG-5,,2585.45,5033.66,102.36,154.25,873.29,3348.5,311.67,83.27
WELL-1002,2012-01-31,4373,11.35,25.67,9.97,0.53,2913.46,PDC,Baker Hughes,RIG-2,OBM,1662.72,4308.55,182.81,68.37,8500.03,1561.84,118.22,88.58
WELL-1002,2012-02-01,4373,8.7,11.37,9648.803425952243,28.63,788.11,Roller Cone,Baker Hughes,RIG-4,SOBM,2265.28,5694.04,73.62,162.94,XYZ,3703.13,240.14,20131.478101792814
WELL-1002,2012-02-02,4373,8.64,8.24,10.95,26.24,4732.66,Diamond Impregnated,Schlumberger,RIG-4,SOBM,2091.06,4861.85,11.57,,8762.93,3492.33,121.72,26.7
WELL-1002,2012-02-03,4373,9.18,13.52,11.1,2.05,2608.22,Diamond Impregnated,Halliburton,RIG-3,OBM,2757.27,3675.96,15.26,101.54,N/A,3027.15,167.08,40.35
WELL-1002,2012-02-04,4373,11.26,8.5,12.06,37.61,2787.43,Roller Cone,Baker Hughes,RIG-4,OBM,2550.3,5172.66,37902.16911653833,198.65,1228.85,,33.22,56.3
WELL-1002,2012-02-05,4373,10.41,,8.51,17.33,894.23,Diamond Impregnated,Halliburton,RIG-3,WBM,1268.03,XYZ,48.76,75.89,5396.07,1811.5,350.46,25.86
WELL-1002,2012-02-06,4373,11.03,27.89,11.12,ERROR,650.49,Roller Cone,Nabors,RIG-5,SOBM,1015516.8152690892,3818.08,183.37,,2067.08,3090.18,124.21,23.1
WELL-1002,2012-02-07,4373,8.79,12.59,11.96,19871.685020097913,988.49,Roller Cone,Baker Hughes,RIG-2,OBM,2901.32,5406.64,120.52,,9513.64,4463.99,192.51,58.47
WELL-1002,2012-02-08,4373,10.97,N/A,XYZ,30185.85627180962,N/A,PDC,Baker Hughes,RIG-3,WBM,XYZ,2476.25,,N/A,284.92,NULL,285.01,27.17
WELL-1002,2012-02-09,4373,9.82,22.25,8168.660055066982,1.55,2391.56,PDC,Nabors,RIG-2,SOBM,1232.21,5169.83,194.4,58.75,3694.98,1921.0,332.31,6.38
WELL-1002,2012-02-10,,10.06,16.3,8.56,2.78,215720.9260664611,Diamond Impregnated,Nabors,,WBM,2972.68,4272.89,190.04,73.05,8782.37,648.41,317.04,13.94
WELL-1002,2012-02-11,4373,9.58,18.07,8.61,43685.784064939624,1020.85,Roller Cone,Baker Hughes,,WBM,1883.32,4848.3,57.8,,7233.9,2998.62,13134.780569251547,2.62
WELL-1002,2012-02-12,4373,10.21,,3652.511525925744,44.45,4205.51,Roller Cone,Weatherford,RIG-2,OBM,1721.13,,NULL,139.55,1126.85,XYZ,68.27,43.7
WELL-1002,2012-02-13,4373,11.21,11.19,9.72,36.43,4022.04,Roller Cone,Weatherford,RIG-2,WBM,1101.18,,82.79,87.63,ERROR,1188.35,111020.8576665068,45.81
WELL-1002,2012-02-14,4373,11.2,23.59,910.4494114715844,3385.12477519775,,Roller Cone,Nabors,RIG-3,SOBM,1921.68,5364.78,,145.78,8281.82,3212.31,198.15,87.65
WELL-1002,2012-02-15,4373,10.66,23.6,10.82,29.15,3241.62,,Baker Hughes,RIG-4,SOBM,2333.68,2104.12,127.74,111.34,1946.62,2016.66,329.42,38132.022988338096
WELL-1002,2012-02-16,1399584.9728861796,9.8,10.52,9.64,43.21,4161.85,PDC,Weatherford,RIG-2,OBM,2502.18,2171.71,107.01,83.83,7932.85,1324.53,149.43,89.33
WELL-1002,2012-02-17,4373,11.67,29.31,8.66,1872.3767429778711,3691.95,PDC,Schlumberger,RIG-3,OBM,1259.23,3742.84,121.87,100.6,1998.25,1257.52,184.5,7.18
WELL-1002,2012-02-18,4373,9.84,5.31,9.13,XYZ,4179.69,PDC,Halliburton,RIG-4,OBM,2071.43,4729.5,50.7,133.14,8562.45,1172.16,333.19,51.17
WELL-1002,2012-02-19,4373,11.5,9.67,8.87,8.85,3165.8,Roller Cone,Baker Hughes,RIG-1,SOBM,2173.92,3981.64,197.41,141.74,918.21,2398.36,94.67,ERROR
WELL-1002,2012-02-20,4373,10.22,,NULL,45.47,4040.01,Roller Cone,,RIG-4,OBM,2870.99,,58.68,81.59,5923.9,1465.49,N/A,83.03
WELL-1002,2012-02-21,4373,9.0,XYZ,,48.26,N/A,Diamond Impregnated,Halliburton,RIG-2,WBM,2535.88,2786.2,144.64,174.13,4394.0,2147.36,205.42,77.31
WELL-1002,2012-02-22,4373,10.76,,8.85,17.56,2190.99,PDC,Nabors,RIG-3,WBM,2001.06,4410.79,56.79,73.63,1086.27,1929.84,61.81,11.12
WELL-1002,2012-02-23,4373,NULL,,11.84,26.35,1761.81,PDC,Halliburton,RIG-5,OBM,2730.87,5742.88,186.73,124.42,4339.12,4429.06,26.66,N/A
WELL-1002,2012-02-24,4373,N/A,9805.096151445534,10.43,ERROR,2171.92,PDC,Halliburton,RIG-4,WBM,1650.5,2442.2,,177.54,2779.68,XYZ,209.2,27.93
WELL-1002,2012-02-25,4373,11.22,6.71,N/A,25.11,3701.37,Roller Cone,Schlumberger,RIG-5,OBM,1833.5,5416.12,174.98,120.0,8657.92,,184.76,38.79
WELL-1002,2012-02-26,4373,XYZ,9.8,8.65,6.89,N/A,PDC,Baker Hughes,RIG-5,SOBM,2057.59,2563.07,158.87,197.37,8518.55,2635.02,348.3,NULL
WELL-1002,2012-02-27,,10.72,26.93,ERROR,33.2,4417.93,Diamond Impregnated,Halliburton,RIG-4,OBM,1476.09,4528.25,39.52,125.93,642.79,2142.33,314.49,71.07
WELL-1002,2012-02-28,4373,N/A,20.7,,9.49,2958.82,Diamond Impregnated,,RIG-1,OBM,1511.13,2605.25,104.69,114.4,XYZ,1514.04,211.75,59.61
WELL-1002,2012-02-29,4373,9.35,13.23,11.06,48.16,2560263.0511668483,PDC,Nabors,RIG-4,,2399.7,4742.9,29.9,81.04,8272.51,674.32,183.77,58.9
WELL-1002,2012-03-01,4373,11.45,21.41,8.61,41.08,1507.26,Roller Cone,Halliburton,RIG-1,WBM,,5381.11,10.98,144.52,6818.76,4108.56,53.28,3.51
WELL-1002,2012-03-02,4373,11.42,25.43,9.67,47.02,3812.06,PDC,Halliburton,RIG-3,SOBM,,,157.73,118.06,4869.32,2240.82,123.43,17.99
WELL-1002,2012-03-03,NULL,8.7,5.95,10.22,37.51,1711.59,Roller Cone,Schlumberger,RIG-4,SOBM,1990.13,5189.0,141.25,137.24,6041.18,1599.82,72.58,41.24
WELL-1002,2012-03-04,4373,8.67,21.19,8.58,3.31,3303.8,PDC,Weatherford,RIG-3,OBM,2769.41,5089.62,92.74,187.19,5623.94,3041097.8665887387,7.31,89.58
WELL-1002,2012-03-05,4373,8.61,20.3,,36.0,604.99,Diamond Impregnated,Weatherford,RIG-2,SOBM,2107.13,N/A,40.85,176.29,6639.25,594.17,324.05,16183.414669853799
WELL-1002,2012-03-06,4373,11.47,15.02,8.58,,4748.92,PDC,Baker Hughes,RIG-1,SOBM,1223.26,3212.33,83.03,103.28,,4813.25,NULL,61.17
WELL-1002,2012-03-07,4373,10.45,23.03,11.61,9.74,1817.94,Diamond Impregnated,Schlumberger,RIG-3,SOBM,,2208.7,71888.3141910658,60.8,5208.13,1776.67,94.75,40.34
WELL-1002,2012-03-08,4373,9.87,26.74,8.76,34.7,,Diamond Impregnated,Weatherford,RIG-4,SOBM,1573.31,4499.23,133.47,110.35,6722.44,N/A,299.56,4.5
WELL-1002,2012-03-09,4373,11.25,6.4,8.77,5.8,75686.67927442907,Diamond Impregnated,Halliburton,RIG-4,SOBM,NULL,4627.47,173.61,199.0,5062.53,3273.83,147.75,35.06
WELL-1002,2012-03-10,4373,8.65,29.75,9.05,39.41,2735.04,,Nabors,RIG-4,OBM,1980.94,4762.99,64.39,197.13,5691.7,3483.98,253.24,37.7
WELL-1002,2012-03-11,4373,11.15,XYZ,11.34,29.66,3706.5,PDC,Schlumberger,RIG-5,OBM,2420.95,3112.01,114.62,171.57,6761.01,3427.18,N/A,36.24
WELL-1002,2012-03-12,4373,8.71,13.04,9.29,46.52,1381.22,Diamond Impregnated,Schlumberger,RIG-4,,2379.3,4274.67,78.83,63.53,4828113.009112678,4365.08,16326.681005128743,57.81
WELL-1002,2012-03-13,4373,8.95,26.72,11.67,16.22,2436.58,Diamond Impregnated,Halliburton,RIG-2,OBM,1564.75,5934.24,166.71,189.72,719.21,2099.09,38.24,60.25
WELL-1002,2012-03-14,4373,9.79,29.6,NULL,16.67,59820.92441495779,Roller Cone,Baker Hughes,RIG-5,WBM,1890168.8152094488,3250.75,48.58,63.98,8292.83,650.43,69.72,43.66
WELL-1002,2012-03-15,4373,10.74,,9.82,21.68,3852.78,Roller Cone,Weatherford,RIG-1,SOBM,1038.88,NULL,,151.87,9804.92,3902.66,0.22,N/A
WELL-1002,2012-03-16,4373,XYZ,19.21,11.16,11.64,4678.88,Roller Cone,Schlumberger,RIG-2,WBM,1918.7,,89.01,ERROR,8954.02,2478.48,97.34,6.66
WELL-1002,2012-03-17,4373,,24.68,10.56,18.74,602.8,PDC,Nabors,RIG-1,SOBM,1512.86,4271.44,85.68,164.91,,219124.48155763446,60.33,40.32
WELL-1002,2012-03-18,4373,10.98,7.86,11.72,28.06,4925.06,Diamond Impregnated,Schlumberger,RIG-5,OBM,1931.09,5480.41,13197.452673413165,51.75,4855.55,1391.43,336.18,0.77
WELL-1002,2012-03-19,4373,9.13,545.2471588689151,12.13,31.25,1533.1,PDC,Schlumberger,RIG-4,WBM,1632.7,3515.98,ERROR,187.21,419.19,3781.69,229.34,32.23
WELL-1002,2012-03-20,4373,11.13,7.7,9.91,36.6,2782.3,PDC,Weatherford,RIG-2,SOBM,2419.38,5566.62,58.34,111.01,,1874.6,268.47,13.8
WELL-1002,2012-03-21,4373,10.85,23.95,9.45,12.26,3003566.0997787607,Roller Cone,Weatherford,RIG-1,WBM,1522.3,4440.19,70.19,,3827.88,3033.81,13.53,55.98
WELL-1002,2012-03-22,4373,10.05,29.8,12.04,3.28,2437.36,Roller Cone,Weatherford,RIG-1,SOBM,2063.33,5261.34,126.22,64.16,2655.93,3353.09,241.97,4.01
WELL-1002,2012-03-23,4373,ERROR,18.69,12.05,18.78,843.57,Diamond Impregnated,Nabors,RIG-3,,1082.32,5142.61,83.28,152.49,ERROR,484362.86342735647,9.19,46.52
WELL-1002,2012-03-24,4373,10.7,13.74,10.46,16.97,3046.76,PDC,Nabors,RIG-1,OBM,1460.05,N/A,18.02,177.73,3585.27,1571.18,199.5,3.72
WELL-1002,2012-03-25,4373,11.89,12.78,10.88,49.46,2409.46,Roller Cone,Nabors,RIG-5,WBM,2898.59,4235.13,81522.28165363122,66.59,,1123.38,136.56,88.55
WELL-1002,2012-03-26,4373,9.59,27.43,10.94,18.97,980.03,PDC,Halliburton,RIG-5,SOBM,1138.87,4463.88,94.01,,6220.92,1815.02,,20.05
WELL-1002,2012-03-27,4373,10.9,20.38,11.14,XYZ,2186.07,PDC,Halliburton,RIG-2,OBM,816353.3298732835,3991.76,120.15,39041.2692128249,5987.59,,XYZ,66.5
WELL-1002,2012-03-28,4373,9087.596697406994,18.94,10.48,14.89,3520.51,Roller Cone,Weatherford,,SOBM,1285.11,3921.54,180.71,127.99,6457.72,4553.28,352.04,4.23
WELL-1002,2012-03-29,ERROR,11.04,22.97,9.41,28.83,3980.77,PDC,Weatherford,RIG-5,WBM,2423.59,ERROR,181.34,153.7,9606.9,4571.25,213.88,48.81
WELL-1002,2012-03-30,4373,10.82,14.96,12.03,43.57,3340.18,Diamond Impregnated,Halliburton,RIG-2,SOBM,2339.73,5802.96,128.39,63.16,418.93,2342.93,354.13,85.26
WELL-1002,2012-03-31,4373,11.59,26.45,ERROR,10.29,2515.29,PDC,Nabors,RIG-2,SOBM,1884.18,5981.08,180.15,127.81,4909.66,4664.98,83.05,675.7472117468378
WELL-1002,2012-04-01,4373,9.25,29.7,9.93,6.27,955.21,Roller Cone,Baker Hughes,RIG-1,WBM,1001.89,4700.44,125.07,188.46,4980.43,NULL,13.56,40.62
WELL-1002,2012-04-02,4373,10.02,14.05,NULL,44.09,1652.97,Roller Cone,Weatherford,,WBM,1472.52,5290.18,111.86,115.17,2938.16,3693.31,40.61,49.28
WELL-1002,2012-04-03,4373,11.09,23049.267117003088,10.62,27.29,3554.82,Diamond Impregnated,,RIG-4,WBM,1306.22,3011.21,ERROR,74800.02110837908,2160.63,4235.72,230.02,66.55
WELL-1002,2012-04-04,4373,10.82,6.09,9.52,23.54,1037.09,Diamond Impregnated,Weatherford,,OBM,1758.9,4000.53,78.34,119.58,380.63,1193.85,320.2,
WELL-1002,2012-04-05,XYZ,8.82,6.98,,21.54,XYZ,PDC,Nabors,RIG-3,OBM,2899.5,,ERROR,96.32,1815.99,3106.36,316.02,82.0
WELL-1002,2012-04-06,4373,8.87,18.67,8.7,29.65,4448.35,Diamond Impregnated,Nabors,RIG-2,WBM,1556.29,3439.64,80.8,69.19,4523.06,2661.57,37.56,53.44
WELL-1002,2012-04-07,4373,9.27,12.02,8.62,33.58,NULL,Roller Cone,Nabors,RIG-2,SOBM,1194.44,1872935.5519558957,86.72,152.76,6656.87,2413.9,161.84,22.03
WELL-1002,2012-04-08,4373,9.25,21.44,10.68,20.07,1136.96,Roller Cone,Schlumberger,RIG-3,,1539.92,4598.0,198.01,130.94,2814.04,906.36,195.82,38.84
WELL-1002,2012-04-09,4373,9.76,3802.506176977476,10.24,14.13,2604.57,Diamond Impregnated,Schlumberger,RIG-1,OBM,1513.86,2862513.8562723426,193.05,137.78,4321.61,1538.2,64.77,57.8
WELL-1002,2012-04-10,4373,10.86,23.75,9.33,38.46,XYZ,Diamond Impregnated,Baker Hughes,,WBM,1974.61,4937.12,XYZ,175.86,1289.01,4064.59,76.12,22.64
WELL-1002,2012-04-11,1825012.844698655,9.71,11.56,10.9,XYZ,2209.59,PDC,Baker Hughes,RIG-4,WBM,1803.11,1708942.8617015956,69.4,69.25,8403.82,1322.06,318.86,4.39
WELL-1002,2012-04-12,4373,11.19,25.14,10.1,35.18,4961.02,Diamond Impregnated,Halliburton,RIG-5,OBM,2302.89,,92.69,132.0,4416.28,3682.8,75.49,NULL
WELL-1002,2012-04-13,4373,10.92,8.16,10.84,45.81,1536.02,PDC,Halliburton,RIG-1,OBM,XYZ,3514.25,81.86,167.19,8506.69,1146.68,106.3,10.97
